,record_id,survey_timestamp,learn_skills_rating,use_skills_rating,cope_wellbeng_rating,satisfied_session_rating,what_helpful,what_change,what_motivated,days_week,times_day,future_topics,referral_source,host_name,session_date,session_name,response_id,session_id,Mon,Tue,Wed,Thu,Fri,Sat,Sun,afternoon,evening,lunch,morning,email,friend/colleague,limeaid,referral_other,pm report,wellfocused,resp_concat_text,resp_concat_text_wc
81,81,2023-08-15 11:39:00,4.0,7.0,3.0,5.0,,,,"monday,,tuesday,,wednesday,,thursday","morning,,lunch,,afternoon",,"pm report, wellfocused",lily,2023-08-14,building a sense of community,3,7,1,1,1,1,0,0,0,1,0,1,1,0,0,0,0,1,1,,0
82,82,2023-08-15 11:46:00,2.0,4.0,2.0,3.0,,,i thought it was going to be more about avenues to join community events.,,,i thought it was going to be more about avenues to join community events.,pm report,lily,2023-08-14,building a sense of community,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,i thought it was going to be more about avenues to join community events.   i thought it was going to be more about avenues to join community events.,28
83,83,2023-08-15 11:47:00,4.0,7.0,4.0,5.0,the coping exercises and ways to shift your thinking,nothing,shame / anonymity,"all,days","all,times",shame / anonymity,"wellfocused, limeaid",lily,2023-08-14,building a sense of community,5,7,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,shame / anonymity the coping exercises and ways to shift your thinking nothing shame / anonymity,16
84,84,2023-08-15 12:04:00,4.0,6.0,3.0,5.0,how to overcome barriers,nothing,to help patients develop community connections,"monday,,tuesday,,friday","morning,,lunch",to help patients develop community connections,pm report,lily,2023-08-14,building a sense of community,6,7,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,to help patients develop community connections how to overcome barriers nothing to help patients develop community connections,17
85,85,2023-08-15 12:06:00,4.0,7.0,4.0,5.0,confirmation on how i have felt in the past during the situations she discussed. ex. i've felt exactly what she said but after pushing myself to go to social events i do end up feeling happy that i ended up going. it was good to hear that is the best way to handle those feelings.,only that it would have been nice to hear of examples of social events out here in lancaster. i felt it was more geared to philly.,"as i've gotten older, i've started distancing myself from toxic friendships but have found it difficult to form new ones and when i do something happends that they don't last past 1 or 2 ""hangouts"".","monday,,tuesday,,thursday",lunch,"as i've gotten older, i've started distancing myself from toxic friendships but have found it difficult to form new ones and when i do something happends that they don't last past 1 or 2 ""hangouts"".","email, i think the pm report but can't remember.",lily,2023-08-14,building a sense of community,7,7,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,"as i've gotten older, i've started distancing myself from toxic friendships but have found it difficult to form new ones and when i do something happends that they don't last past 1 or 2 ""hangouts"". confirmation on how i have felt in the past during the situations she discussed. ex. i've felt exactly what she said but after pushing myself to go to social events i do end up feeling happy that i ended up going. it was good to hear that is the best way to handle those feelings. only that it would have been nice to hear of examples of social events out here in lancaster. i felt it was more geared to philly. as i've gotten older, i've started distancing myself from toxic friendships but have found it difficult to form new ones and when i do something happends that they don't last past 1 or 2 ""hangouts"".",151
86,86,2023-08-15 12:28:00,4.0,7.0,4.0,5.0,to not go with the negative excuses that i tend to make.,nothing,i recognize that i am that person that makes up excuses not to be involved and i need to stop.,"thursday,,friday",lunch,i recognize that i am that person that makes up excuses not to be involved and i need to stop.,"wellfocused, limeaid",lily,2023-08-14,building a sense of community,8,7,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,i recognize that i am that person that makes up excuses not to be involved and i need to stop. to not go with the negative excuses that i tend to make. nothing i recognize that i am that person that makes up excuses not to be involved and i need to stop.,53
87,87,2023-08-15 13:49:00,4.0,6.0,3.0,4.0,discussing resources for engaging with community,including a personal story,i already volunteer but i wanted some inspiration to volunteer more/get more involved in community.,"monday,,thursday,,friday","lunch,,afternoon,,evening",i already volunteer but i wanted some inspiration to volunteer more/get more involved in community.,pm report,lily,2023-08-14,building a sense of community,9,7,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,1,0,i already volunteer but i wanted some inspiration to volunteer more/get more involved in community. discussing resources for engaging with community including a personal story i already volunteer but i wanted some inspiration to volunteer more/get more involved in community.,40
88,88,2023-08-15 14:15:00,3.0,6.0,4.0,5.0,its normal to not feel motivated to keep social plans,"more conflict resolution skills perhaps when a social event that has been planned for a long time, gets changed last minute",any skills i can learn to help me socially are something i seek out,"tuesday,,thursday,,friday","lunch,,afternoon",any skills i can learn to help me socially are something i seek out,"pm report, wellfocused",lily,2023-08-14,building a sense of community,10,7,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,1,"any skills i can learn to help me socially are something i seek out its normal to not feel motivated to keep social plans more conflict resolution skills perhaps when a social event that has been planned for a long time, gets changed last minute any skills i can learn to help me socially are something i seek out",59
89,89,2023-08-25 08:26:00,3.0,4.0,3.0,4.0,,,,"monday,,friday","morning,,evening",,"wellfocused, limeaid",lily,2023-08-25,bringing down emotions,0,8,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,,0
90,90,2023-08-26 11:36:00,4.0,7.0,3.0,4.0,sleep hygiene,nothing; offer again,the topic,friday,"morning,,lunch",weight loss over 50,"wellfocused, limeaid",lily,2023-08-25,bringing down emotions,1,8,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,the topic sleep hygiene nothing; offer again weight loss over 50,11
91,91,2023-08-26 15:49:00,4.0,7.0,4.0,5.0,,,,friday,afternoon,,pm report,lily,2023-08-25,bringing down emotions,2,8,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,,0
92,92,2023-08-26 20:54:00,3.0,6.0,4.0,5.0,real life examples to use,,,,,,pm report,lily,2023-08-25,bringing down emotions,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,real life examples to use,5
93,93,2023-08-27 13:53:00,3.0,6.0,3.0,4.0,simple techniques to use in the moment,time for questions or discussion with others,appropriate to current need,,,"caring for aging parents: memory loss, support, mobility, decision making, etc.",pm report,lily,2023-08-25,bringing down emotions,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"appropriate to current need simple techniques to use in the moment time for questions or discussion with others caring for aging parents: memory loss, support, mobility, decision making, etc.",29
94,94,2023-08-28 07:53:00,3.0,6.0,3.0,5.0,techniques,,topic,tuesday,morning,,wellfocused,lily,2023-08-25,bringing down emotions,5,8,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,topic techniques,2
95,95,2023-08-28 07:56:00,4.0,7.0,3.0,5.0,,,,"wednesday,,friday","lunch,,afternoon",,wellfocused,lily,2023-08-25,bringing down emotions,6,8,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,,0
96,96,2023-08-28 08:07:00,3.0,6.0,3.0,5.0,,,,"tuesday,,wednesday,,thursday,,friday","lunch,,afternoon",,"pm report, wellfocused, limeaid",lily,2023-08-25,bringing down emotions,7,8,0,1,1,1,1,0,0,1,0,1,0,0,0,1,0,1,1,,0
97,97,2023-08-28 08:38:00,2.0,3.0,2.0,3.0,,,looking for ways to cope with work related stress,"monday,,friday","morning,,afternoon",,limeaid,lily,2023-08-25,bringing down emotions,8,8,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,looking for ways to cope with work related stress,9
98,98,2023-08-28 09:03:00,3.0,5.0,3.0,4.0,,,,,,,pm report,lily,2023-08-25,bringing down emotions,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0
99,99,2023-08-28 09:22:00,3.0,4.0,3.0,4.0,,,am always up for ways to improve how i interact with others,thursday,evening,,"wellfocused, limeaid",lily,2023-08-25,bringing down emotions,10,8,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,am always up for ways to improve how i interact with others,12
100,100,2023-08-28 09:41:00,4.0,7.0,4.0,5.0,,,,,afternoon,,,lily,2023-08-25,bringing down emotions,11,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,0
101,101,2023-08-28 10:28:00,3.0,4.0,3.0,5.0,,,,"tuesday,,wednesday,,thursday,,friday",lunch,,limeaid,lily,2023-08-25,bringing down emotions,12,8,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,,0
102,102,2023-08-31 11:34:00,4.0,7.0,4.0,5.0,,,,wednesday,afternoon,,,lily,2023-08-30,coping with grief,0,9,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,0
103,103,2023-08-31 11:39:00,4.0,7.0,4.0,5.0,,,,"monday,wednesday,friday","morning,lunch,afternoon",,,lily,2023-08-30,coping with grief,1,9,1,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,,0
104,104,2023-08-31 11:43:00,3.0,6.0,3.0,4.0,going through the triangle diagrams,it should be 60 minutes long,grieving 17 yr old son killed in an accident 4/1/23,"wednesday,thursday",lunch,loneliness,pm report,lily,2023-08-30,coping with grief,2,9,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,grieving 17 yr old son killed in an accident 4/1/23 going through the triangle diagrams it should be 60 minutes long loneliness,22
105,105,2023-08-31 11:45:00,3.0,7.0,3.0,5.0,how to cope,"to be done either in afternoon, or have a copy of the video available to look at again",my dad died 9 years ago unexpectedly and my sister died from covid in 2020 and i still have not gotten over this,wednesday,evening,"manage money, dealing with grief, dealing with addiction","wellfocused calendar,limeade",lily,2023-08-30,coping with grief,3,9,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,"my dad died 9 years ago unexpectedly and my sister died from covid in 2020 and i still have not gotten over this how to cope to be done either in afternoon, or have a copy of the video available to look at again manage money, dealing with grief, dealing with addiction",52
106,106,2023-08-31 11:45:00,4.0,7.0,4.0,5.0,the charts to show how we react towards grief and how to maneuver out of the loop,make it longer :),i have never been taught how to cope or deal with grief,"monday,tuesday,wednesday,thursday,friday","morning,lunch,afternoon,evening",anything dr. brown has to offer,limeade,lily,2023-08-30,coping with grief,4,9,1,1,1,1,1,0,0,1,1,1,1,0,0,1,0,0,0,i have never been taught how to cope or deal with grief the charts to show how we react towards grief and how to maneuver out of the loop make it longer :) anything dr. brown has to offer,39
107,107,2023-08-31 11:50:00,3.0,7.0,3.0,4.0,how to cope with my grief,add a questions and answer session.,i loss five loved ones in 2022,"monday,tuesday,wednesday,thursday,friday","morning,afternoon",positive thinking,pm report,lily,2023-08-30,coping with grief,5,9,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,i loss five loved ones in 2022 how to cope with my grief add a questions and answer session. positive thinking,21
108,108,2023-08-31 11:54:00,4.0,7.0,4.0,5.0,thinking strategies,nothing,topic and having attended other of dr. brown's talks,"wednesday,thursday,friday",lunch,vasovagal therapy,wellfocused calendar,lily,2023-08-30,coping with grief,6,9,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,topic and having attended other of dr. brown's talks thinking strategies nothing vasovagal therapy,14
109,109,2023-08-31 12:05:00,3.0,7.0,3.0,4.0,how to deal with the anger and guilt,,my finance past on 8/8/23,wednesday,afternoon,,pm report,lily,2023-08-30,coping with grief,7,9,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,my finance past on 8/8/23 how to deal with the anger and guilt,13
110,110,2023-08-31 12:14:00,3.0,4.0,3.0,4.0,sleep recommedations,,recently lost my mother and it spoke to me,"tuesday,wednesday,thursday","lunch,afternoon",parenting,"pm report,limeade",lily,2023-08-30,coping with grief,8,9,0,1,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0,recently lost my mother and it spoke to me sleep recommedations  parenting,12
111,111,2023-08-31 12:15:00,1.0,2.0,1.0,1.0,,more about acceptance and how to deal with not accepting loss,lost two people back-to-back,,,,pm report,lily,2023-08-30,coping with grief,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,lost two people back-to-back  more about acceptance and how to deal with not accepting loss,15
112,112,2023-08-31 12:20:00,3.0,7.0,3.0,5.0,the six specific ways to cope with loss and grief.,,loss of a loved one.,"monday,tuesday,wednesday,thursday,friday",lunch,organizational skills,pm report,lily,2023-08-30,coping with grief,10,9,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,loss of a loved one. the six specific ways to cope with loss and grief.  organizational skills,17
113,113,2023-08-31 12:22:00,4.0,7.0,4.0,5.0,depression is typically from the past anxiety is worry about the futre,"i wouldn't change. it was informative, kept my full attention the entire time.",loss and grief,"tuesday,wednesday",lunch,"overthinking, burn out",pm report,lily,2023-08-30,coping with grief,11,9,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,"loss and grief depression is typically from the past anxiety is worry about the futre i wouldn't change. it was informative, kept my full attention the entire time. overthinking, burn out",31
114,114,2023-08-31 12:29:00,4.0,4.0,3.0,4.0,grief is not a linear process,,my husband passed last week and i just returned to work,"monday,wednesday,friday",lunch,,other,lily,2023-08-30,coping with grief,12,9,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,my husband passed last week and i just returned to work grief is not a linear process,17
115,115,2023-08-31 12:45:00,3.0,5.0,2.0,4.0,good refresher,,many of my clients have been dealing with the chronic violence in philly on a daily basis. it severely impacts their mental health.,thursday,morning,,pm report,lily,2023-08-30,coping with grief,13,9,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,many of my clients have been dealing with the chronic violence in philly on a daily basis. it severely impacts their mental health. good refresher,25
116,116,2023-08-31 13:06:00,4.0,7.0,4.0,5.0,helped with recent loss and understanding how i was coping with it.,no,recent death of my father.,"monday,wednesday,thursday",lunch,,pm report,lily,2023-08-30,coping with grief,14,9,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,recent death of my father. helped with recent loss and understanding how i was coping with it. no,18
117,117,2023-08-31 13:40:00,3.0,4.0,2.0,4.0,,the opportunity to ask questions.,the topic,thursday,lunch,blended families,wellfocused calendar,lily,2023-08-30,coping with grief,15,9,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,the topic  the opportunity to ask questions. blended families,9
118,118,2023-08-31 14:18:00,3.0,5.0,4.0,4.0,the session gave me anew way to look at and mentally process grief and anxiety.,nothing,i wanted to learn new information.,"tuesday,wednesday,thursday","lunch,afternoon,evening",helping children with stress issues.,"wellfocused calendar,limeade",lily,2023-08-30,coping with grief,16,9,0,1,1,1,0,0,0,1,1,1,0,0,0,1,0,0,1,i wanted to learn new information. the session gave me anew way to look at and mentally process grief and anxiety. nothing helping children with stress issues.,27
119,119,2023-08-31 14:32:00,3.0,6.0,3.0,5.0,all the information provided.,the caption box blocked some of the slides.,personal growth,"monday,tuesday,wednesday,thursday,friday","morning,lunch,afternoon",no recommendations,wellfocused calendar,lily,2023-08-30,coping with grief,17,9,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,1,personal growth all the information provided. the caption box blocked some of the slides. no recommendations,16
120,120,2023-08-31 14:43:00,3.0,5.0,3.0,4.0,,,my dad is dying,"wednesday,friday",lunch,,wellfocused calendar,lily,2023-08-30,coping with grief,18,9,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,my dad is dying,4
121,121,2023-08-31 15:22:00,3.0,7.0,3.0,4.0,,,grief - to better understand my feelings,tuesday,morning,,pm report,lily,2023-08-30,coping with grief,19,9,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,grief - to better understand my feelings,7
122,122,2023-08-31 16:17:00,4.0,7.0,4.0,4.0,everything was helpful,working on everything,i just jumped on it when it was presented to me.,"tuesday,thursday","lunch,afternoon",how to identify when things are about to happen.,"wellfocused calendar,limeade",lily,2023-08-30,coping with grief,20,9,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,i just jumped on it when it was presented to me. everything was helpful working on everything how to identify when things are about to happen.,26
123,123,2023-08-31 17:40:00,3.0,5.0,3.0,5.0,new resources,little more time,the doctor,wednesday,"lunch,evening",work burnout,wellfocused calendar,lily,2023-08-30,coping with grief,21,9,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,the doctor new resources little more time work burnout,9
124,124,2023-08-31 19:12:00,3.0,7.0,3.0,4.0,honed in tips i already knew,nothing,general knowledge,monday,morning,anxiety,pm report,lily,2023-08-30,coping with grief,22,9,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,general knowledge honed in tips i already knew nothing anxiety,10
125,125,2023-09-05 10:51:00,3.0,4.0,3.0,3.0,,,,wednesday,lunch,,pm report,lily,2023-08-30,coping with grief,23,9,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,,0
126,126,2023-09-13 11:31:00,4.0,7.0,4.0,5.0,everything!,nothing,lack of time management,"monday,tuesday,wednesday,thursday,friday","morning,lunch,afternoon",,limeade,lily,2023-09-12,time management,0,10,1,1,1,1,1,0,0,1,0,1,1,0,0,1,0,0,0,lack of time management everything! nothing,6
127,127,2023-09-13 11:37:00,3.0,5.0,3.0,5.0,the tricks that i currently employe are used by others,have a segment focus on home life.,i avoid doing home chores.,"monday,tuesday,wednesday",lunch,not sure,wellfocused calendar,lily,2023-09-12,time management,1,10,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,i avoid doing home chores. the tricks that i currently employe are used by others have a segment focus on home life. not sure,24
128,128,2023-09-13 11:37:00,4.0,7.0,3.0,5.0,"3 things: 1. i'd never heard of the eisenhower decision matrix (great tool!); 2. the reinforcement that one should focus on what 'action choice' (for lack of a better word) will best reinforce my long-term desires; and 3. directly related to #2, the reinforcement of boundary definition. i just listened to a great 'dear sugars' podcast episode in which cheryl strayed & steve almond discuss 'saying no' with oprah winfrey. it's terrific--i can always use encouragement in this area (many people ask me for help!)--and this workshop did just that. thank you!!","i can't think of anything. although i'm curious what other topics lily brown was planning to introduce (she said she ran out of time), i thought it was terrific.","i'm interested in the topic. (i'm good at time management and am always looking for ways to improve, especially given that my living situation changed rather drastically a bit over a year ago.)","monday,tuesday,wednesday,thursday,friday","morning,lunch,afternoon",i've always been interested in habit formation and breaking down big tasks - and i love hearing different 'takes' on those topics!,limeade,lily,2023-09-12,time management,2,10,1,1,1,1,1,0,0,1,0,1,1,0,0,1,0,0,0,"i'm interested in the topic. (i'm good at time management and am always looking for ways to improve, especially given that my living situation changed rather drastically a bit over a year ago.) 3 things: 1. i'd never heard of the eisenhower decision matrix (great tool!); 2. the reinforcement that one should focus on what 'action choice' (for lack of a better word) will best reinforce my long-term desires; and 3. directly related to #2, the reinforcement of boundary definition. i just listened to a great 'dear sugars' podcast episode in which cheryl strayed & steve almond discuss 'saying no' with oprah winfrey. it's terrific--i can always use encouragement in this area (many people ask me for help!)--and this workshop did just that. thank you!! i can't think of anything. although i'm curious what other topics lily brown was planning to introduce (she said she ran out of time), i thought it was terrific. i've always been interested in habit formation and breaking down big tasks - and i love hearing different 'takes' on those topics!",176
129,129,2023-09-13 11:41:00,4.0,7.0,3.0,5.0,"i had learned about the einstein matrix for prioritizing work before, but i really liked how dr. brown defined ""urgency"" as tasks that are urgent for you and the kind of career you want to build. that was a new way of thinking about it for me.",,i struggle with productivity in my work - i want to make more progress on the projects that i value,,,,"wellfocused calendar,limeade",lily,2023-09-12,time management,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,"i struggle with productivity in my work - i want to make more progress on the projects that i value i had learned about the einstein matrix for prioritizing work before, but i really liked how dr. brown defined ""urgency"" as tasks that are urgent for you and the kind of career you want to build. that was a new way of thinking about it for me.",67
130,130,2023-09-13 11:41:00,3.0,4.0,3.0,4.0,slides to back up what the speaker was saying,it was a bit rushed at the end,topic is important to me,"monday,tuesday,wednesday,thursday,friday","morning,lunch,afternoon",,pm report,lily,2023-09-12,time management,4,10,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,1,0,topic is important to me slides to back up what the speaker was saying it was a bit rushed at the end,22
131,131,2023-09-13 11:43:00,4.0,6.0,4.0,5.0,no judgement zone,nothing,overall focus on work life balance this year,wednesday,lunch,learning to say no kindly,"pm report,wellfocused calendar,limeade",lily,2023-09-12,time management,5,10,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,overall focus on work life balance this year no judgement zone nothing learning to say no kindly,17
132,132,2023-09-13 11:44:00,3.0,5.0,3.0,4.0,,,,,lunch,,limeade,lily,2023-09-12,time management,6,10,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,,0
133,133,2023-09-13 12:06:00,4.0,7.0,4.0,4.0,,,,"monday,tuesday,wednesday,friday","morning,lunch,afternoon",,"pm report,wellfocused calendar",lily,2023-09-12,time management,7,10,1,1,1,0,1,0,0,1,0,1,1,0,0,0,0,1,1,,0
134,134,2023-09-13 13:02:00,3.0,7.0,3.0,4.0,all the information was very useful.,nothing,well focus,"wednesday,thursday",evening,elder care,wellfocused calendar,lily,2023-09-12,time management,8,10,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,well focus all the information was very useful. nothing elder care,11
135,135,2023-09-13 14:33:00,3.0,4.0,3.0,4.0,,,,friday,lunch,,limeade,lily,2023-09-12,time management,9,10,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,,0
136,136,2023-09-13 15:21:00,3.0,4.0,3.0,3.0,,,,,,,,lily,2023-09-12,time management,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
137,137,2023-09-13 16:47:00,3.0,5.0,3.0,4.0,brief and concise,would like to get a transcript or link to rewatch,,"tuesday,friday",afternoon,,wellfocused calendar,lily,2023-09-12,time management,11,10,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,brief and concise would like to get a transcript or link to rewatch,13
138,138,2023-09-19 11:37:00,2.0,3.0,2.0,3.0,"some interesting information was discussed but since session is short maybe she must keep it ""short and sweet"".",make it a longer session by at least 15 mins and add night terrors to future discussion.,subject interested me -for myself and child.,"tuesday,wednesday,thursday,friday","lunch,evening",dr. brown said she'd talk about night terrors later but never mentioned it again. maybe she ran out of time.,wellfocused calendar,lily,2023-09-18,understanding nightmares,0,11,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,"subject interested me -for myself and child. some interesting information was discussed but since session is short maybe she must keep it ""short and sweet"". make it a longer session by at least 15 mins and add night terrors to future discussion. dr. brown said she'd talk about night terrors later but never mentioned it again. maybe she ran out of time.",62
139,139,2023-09-19 11:46:00,4.0,4.0,3.0,5.0,,,,,,,,lily,2023-09-18,understanding nightmares,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
140,140,2023-09-19 11:59:00,1.0,4.0,1.0,2.0,learned difference between nightmare and night terror,as i left session after 10min i really cannot comment,topic,,,,friend/colleague,lily,2023-09-18,understanding nightmares,2,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,topic learned difference between nightmare and night terror as i left session after 10min i really cannot comment,18
141,141,2023-09-19 12:16:00,4.0,6.0,4.0,5.0,,,,"monday,tuesday,wednesday,thursday","morning,afternoon",,pm report,lily,2023-09-18,understanding nightmares,3,11,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,,0
142,142,2023-09-19 12:34:00,3.0,6.0,3.0,4.0,,,,monday,lunch,,wellfocused calendar,lily,2023-09-18,understanding nightmares,4,11,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,,0
143,143,2023-09-19 13:43:00,4.0,6.0,3.0,5.0,i liked the suggested activities,,desire to improve my overall disposition,tuesday,lunch,,limeade,lily,2023-09-18,understanding nightmares,5,11,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,desire to improve my overall disposition i liked the suggested activities,11
144,144,2023-09-19 16:58:00,3.0,5.0,3.0,5.0,good information.,no changes recommended.,personal growth.,"tuesday,wednesday,thursday,friday","lunch,afternoon,evening",no recommendations at this time.,other,lily,2023-09-18,understanding nightmares,6,11,0,1,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,personal growth. good information. no changes recommended. no recommendations at this time.,12
145,145,2023-09-20 09:24:00,4.0,7.0,3.0,5.0,tips for sleep,nothing,only sleeping 4-6 hours - waking up 2 times a night,"monday,tuesday,wednesday,thursday,friday",lunch,,"pm report,wellfocused calendar,limeade",lily,2023-09-18,understanding nightmares,7,11,1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,1,1,only sleeping 4-6 hours - waking up 2 times a night tips for sleep nothing,15
146,146,2023-09-26 11:32:00,3.0,6.0,3.0,5.0,,,,thursday,lunch,,wellfocused calendar,lily,2023-09-25,connecting with other people,0,12,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,,0
147,147,2023-09-26 11:32:00,3.0,4.0,3.0,4.0,,,,tuesday,lunch,,pm report,lily,2023-09-25,connecting with other people,1,12,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,,0
148,148,2023-09-26 11:34:00,4.0,7.0,4.0,5.0,concrete instructions,,recent distress related to personal interactions,"tuesday,wednesday",lunch,work/life balance; intentionality & mindfulness,wellfocused calendar,lily,2023-09-25,connecting with other people,2,12,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,recent distress related to personal interactions concrete instructions  work/life balance; intentionality & mindfulness,13
149,149,2023-09-26 11:34:00,3.0,7.0,4.0,5.0,,,,"monday,tuesday,friday","morning,lunch,afternoon",,wellfocused calendar,lily,2023-09-25,connecting with other people,3,12,1,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,,0
150,150,2023-09-26 11:34:00,4.0,7.0,4.0,5.0,,,,"monday,tuesday,wednesday,friday","morning,lunch,afternoon","productive negotations (salary increases, etc)","pm report,wellfocused calendar",lily,2023-09-25,connecting with other people,4,12,1,1,1,0,1,0,0,1,0,1,1,0,0,0,0,1,1,"productive negotations (salary increases, etc)",5
151,151,2023-09-26 11:34:00,3.0,5.0,3.0,3.0,the advice was good,could be longer so no need to rush through info,current stress impacting working. trying to use what penn has to offer.,"tuesday,wednesday,thursday,friday","afternoon,evening",stress and anxiety during work not impacting me,friend/colleague,lily,2023-09-25,connecting with other people,5,12,0,1,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,current stress impacting working. trying to use what penn has to offer. the advice was good could be longer so no need to rush through info stress and anxiety during work not impacting me,34
152,152,2023-09-26 11:35:00,3.0,6.0,3.0,5.0,presentation was sent to us,,the topic,"monday,tuesday,wednesday","morning,afternoon",,wellfocused calendar,lily,2023-09-25,connecting with other people,6,12,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,the topic presentation was sent to us,7
153,153,2023-09-26 11:36:00,3.0,4.0,3.0,4.0,,,,"tuesday,thursday",lunch,,wellfocused calendar,lily,2023-09-25,connecting with other people,7,12,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,,0
154,154,2023-09-26 11:43:00,3.0,5.0,3.0,4.0,,,,"tuesday,wednesday,thursday,friday","morning,lunch",,wellfocused calendar,lily,2023-09-25,connecting with other people,8,12,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,,0
155,155,2023-09-26 12:15:00,3.0,4.0,4.0,4.0,all,nothing,the topic,friday,lunch,,"wellfocused calendar,limeade",lily,2023-09-25,connecting with other people,9,12,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,the topic all nothing,4
156,156,2023-09-26 12:23:00,3.0,5.0,3.0,4.0,,,,monday,morning,,wellfocused calendar,lily,2023-09-25,connecting with other people,10,12,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,,0
157,157,2023-09-26 13:44:00,3.0,4.0,3.0,3.0,,,,wednesday,evening,,wellfocused calendar,lily,2023-09-25,connecting with other people,11,12,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,0
158,158,2023-09-26 14:15:00,3.0,6.0,3.0,4.0,,,,"monday,friday","morning,afternoon",,wellfocused calendar,lily,2023-09-25,connecting with other people,12,12,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,,0
