,content_id,created,content_type_id,title,description,author,duration_in_minutes,view_count
57,98a4348f-73c3-438b-8835-356942981a2c,2022-12-20 16:50:42.607176+00:00,ARTICLE,Four Key Tips for Workers When Confronted by Workplace Violence,"Let’s say you have your workplace violence prevention plan in place, and you are conducting the training outlined in your plan. Part of the plan should include strategies for your workers to avoid harm. Here are four key tips to offer your workers should they be confronted with violence at your facility.",Clare Condon,,2
58,f11872c8-c2c5-4f7e-a453-ed79bfa7aac1,2022-12-20 17:22:05.468834+00:00,ARTICLE,Tips for Healthcare Professionals: COPING WITH STRESS AND COMPASSION FATIGUE,"As a healthcare professional, you may face stress on the job under usual conditions due
to long shifts, competing responsibilities, and witnessing or hearing about difficult patient
experiences. As a responder on the front lines of the coronavirus disease 2019 (COVID-19)
pandemic, you are likely working longer hours, seeing loved ones less, and working in a more
stressful environment. At the same time, you may be coping with the mental health effects that all types of disasters, including public health emergencies, often have. As such, you may be noticing signs of stress and distress in yourself and your coworkers. This tip sheet explores stress and compassion fatigue, as well as signs of distress after a disaster. It identifies ways to cope and enhance resilience, along with resources for more information and support.",SAMHSA,,2
59,8fa922bd-bfd4-4f93-9290-3c7a245e1af8,2022-11-03 14:14:03.382833+00:00,ARTICLE,How To Deal With Racism Or Unconscious Bias From Coworkers,"Regardless of whether diversity and inclusion programs are effective, you can be your own advocate and empower yourself in handling uncomfortable and demeaning encounters. So, how does one deal with racist or biased incidents?

For more resources from the Penn Medicine CPUP Anti-Racism Committee visit: https://www.med.upenn.edu/CPUPAntiRacism/resources.html",Brande Martin,5.0,2
60,ead84d9e-0ef7-4633-be9e-483179438aa5,2021-07-19 16:20:36.551671+00:00,ARTICLE,5 Ways to Sharpen Your Social Skills After Isolation,"During the height of the COVID-19 pandemic, many people experienced more isolation and loneliness than ever before, so getting back into the social whirl may feel unfamiliar and uncomfortable. This article provides tips for easing back into a post-pandemic social life.","Jodi Helmer, AARP",8.0,2
61,7f6a0fcf-ed29-4af6-8325-bba8ed3b36be,2021-04-14 22:07:16.242230+00:00,ARTICLE,"Quick Dose: Spring Clean, Eat Clean","This article provides tips for ""clean eating,"" or minimizing the amount of processed foods you eat. It also includes three easy recipe ideas to get you started.",Northwestern Medicine,5.0,2
62,a8aa4a14-83fa-4fb0-8f56-520308369ba8,2020-06-03 23:53:31.047555+00:00,ARTICLE,An Antiracist Reading List,"No one becomes “not racist,” despite a tendency by Americans to identify themselves that way. We can only strive to be “antiracist” on a daily basis, to continually rededicate ourselves to the lifelong task of overcoming our country’s racist heritage. This reading list is meant to educate individuals on racism - by educating and reading, we work to build a nation of equal opportunity for everyone.",Ibram X. Kendi,10.0,2
63,62d88623-07f4-4977-b001-56c26bdb1e98,2022-10-21 19:59:56.144843+00:00,ARTICLE,"Tender, Loving Self-Care for Asian Americans","A guide for tending to the traumas of anti-Asian violence and racism.

Image Source: Le Minh Phuong/Unsplash",Due Quach,10.0,2
64,1192b578-3b83-4559-b101-af40acb3ab55,2020-04-12 14:54:34.014735+00:00,ARTICLE,How leaders can maximize trust and minimize stress during the COVID-19 pandemic,Psychologists’ research shows how to boost leaders’ communication in times of crisis.,,2.0,1
65,9d8beb8b-5d88-48cd-a90e-4a41c1215a85,2020-04-24 16:09:47.814598+00:00,ARTICLE,Avoiding Burnout,"During a pandemic, the jobs of health and safety workers become even more critical. As they put themselves in harm's way, we need to make sure we care for the caregivers. This piece is an excerpt from Adam Grant's WorkLife podcast it focuses on burnout and ways to combat these issues that we experience.",Adam Grant,2.0,1
66,9a1c9b5c-361d-4747-9c58-b126254a8d71,2020-04-24 16:09:47.814598+00:00,ARTICLE,How to Work from Home with your kids & Stay sane,"Use image from article and credit: REUTERS/Lindsey WassonAcross the world, schools and daycare centers have closed their doors in an effort to slow the spread of the coronavirus. While this is incredibly important for the health of our communities, working parents face complex decisions about how to manage work and family demands. This article provides five tips for how to work from home with your kids around and stay sane.",Stewart Friedman & Alyssa Westring,3.0,1
67,fec7f3d4-f46f-4ec0-8530-f27354d615a7,2022-11-03 15:48:02.298588+00:00,ARTICLE,Anti-Racism Booklist for All Ages from the American Libraries,A selection of Adult Fiction and Non-fiction books and Youths of all ages. Also a list of Booklists and Book Links.,American Libraries,5.0,1
68,b5899c25-8ca2-4518-ba04-17c2cd7f274a,2020-04-12 14:54:34.014735+00:00,ARTICLE,The Root of Anxiety During Covid-19: Masks not Yoga,"Q: I kind of resent being told to do yoga and mindfulness when the reason I can't sleep at night is being worried that there is insufficient PPE and I am going to kill my family. #masksnotyoga  I realize that isn't really a question but please get to the real root of our anxiety rather than putting a bandage on it and pretending you care.
A: We greatly appreciate your comments. As you note, the anxiety associated with this crisis is profound and based entirely in reality. The perceived “real root” of anxiety may differ for each of us—for you and many others it may be insufficient PPE that might lead to infecting family but for others it may be entirely different features of what the virus brings. The real root is ultimately the virus itself, and many, many others are working to contain it. We each contribute what we can, and the PennMedicineTogether effort simply hopes to offer resources and strategies for people who want help with the anxiety symptoms that this crisis has caused or exacerbated. This is not designed to encourage yoga or mindfulness but rather to offer strategies that help people cope, which we all do differently. If you can’t sleep and feel the degree of anxiety you describe, maybe there are other types of intervention that might help you feel a little bit better while we all wait for the “real root” to get addressed? Please do think about accessing one of our live support resources.",Jody Foster & Aliza Narva,,1
69,7a1e85d9-897f-45cb-8d67-7ada6269d58a,2020-09-30 20:16:16.948554+00:00,ARTICLE,Substance Use Disorders ,Info sheet from the Anxiety and Depression Association of America with details on substance disorders and their treatments. ,Anxiety and Depression Association of America ,4.0,1
70,5abe89b1-1ba2-4e20-816d-e873ca50b887,2020-04-12 14:54:34.014735+00:00,ARTICLE,40 Low or No Tech Activities for Kids,,Kimberley Moran,10.0,1
71,635ba40b-ac0f-4be2-8a56-25125563c3e5,2020-04-12 14:54:34.014735+00:00,ARTICLE,Healthy Sleep Habits,"Your daily routines – what you eat and drink, the medications you take, how you schedule your days and how you choose to spend your evenings – can significantly impact your quality of sleep. Even a few slight adjustments can, in some cases, mean the difference between sound sleep and a restless night. ",,2.0,1
72,99f5bfae-2392-42dc-a93d-72089cb9d64b,2020-04-12 14:54:34.014735+00:00,ARTICLE,Frontline Provider Concerns,"Q: I work at Princeton House. We are also wearing surgical masks and reusing them (so far, same mask for almost 2 weeks). Meanwhile, some who are not performing direct care are walking around in N95s. We understand that what is recommended is that one surgical mask be reused until visibly soiled or damaged. It is very frustrating to not hear the hospital just admit that reusing surgical masks for 2 weeks is completely inappropriate in any scenario. It may be NECESSARY because of shortages, but it's being phrased as if we have nothing to worry about by reusing single use masks. We are health care providers who are trained to know that this is untrue! When COVID-19 ""calms down,"" and we are back to ""regular"" supply use, it will again be seen as completely inappropriate to reuse PPE. Why is there no acknowledgement of this fact now? If it's what we have to do because of shortages, fine, but there is no need to tell us that a 2 week old mask is appropriate protection unless we are intubating or suctioning. We literally just completed a Knowledge Link on this topic within the last few months.   In addition, our patients cannot be isolated or quarantined in house, and those who are showing symptoms cannot be forced to wear masks, though we do encourage adherence as much as possible. While we understand the need for available psychiatric treatment, I think we expect a better explanation of why we continue to admit voluntary patients who are febrile, coughing, and not tested!   We feel voiceless and disposable. It seems like every concern brought up is met with vague acknowledgement but no answers, and while we understand that there are many unknowns, the lack of transparency is causing irreparable distrust.
A: Jerry Jacob, MD,  Associate Professor of Medicine, Department of Infectious Diseases, provides useful guidance on PPE in the attached huddle sheet.  For additional concerns or questions about policies during the Penn Medicine response to COVID-19, continue to consult your leadership team and visit the COVID-19 website for updates on PPE availability and use.  

https://uphs.informz.net/UPHS/data/images/HUP%20COVID%2019%20Huddle%20Sheet%20April%206.pdf
",Jody Foster & Aliza Narva,,1
73,f36a1434-c624-47a0-be74-38cc6fbedb6e,2020-04-12 14:54:34.014735+00:00,ARTICLE,Meditation: In Depth,"Meditation is a mind and body practice that has a long history of use for increasing calmness and physical relaxation, improving psychological balance, coping with illness, and enhancing overall health and well-being. Many studies have been conducted to look at how meditation may be helpful for a variety of conditions, such as high blood pressure, certain psychological disorders, and pain. ",,3.0,1
74,5874a01f-a257-45bf-aada-47e945af3574,2021-04-09 12:05:40.739538+00:00,ARTICLE,Fairytale,"Developed by a consortium of educators and physicians at Penn Medicine, the University of Pennsylvania, and leading museums and arts institutions across Philadelphia, the Rx/Museum initiative features a curated series of 52 artworks and essayistic reflections that embody the interplay between museums and medicine. In today's dose of art and reflection, we explore ""Fairytale,"" a massive conceptual and logistic undertaking that brought 1,001 people from Mainland China to Kassel, Germany.",Rx/Museum,4.0,1
75,c6341560-2f9c-4007-939a-d2e30ac8f376,2022-08-19 19:32:30.723540+00:00,ARTICLE,Taylor Hemphill - PMX Week Stories of Cultural Humility,"In our work with patients, it’s important to remember that one approach doesn’t work for everyone.   

 As a social worker in the Intensive Care Nursery (ICN), I serve the whole family: the baby, the birth parent, and any other parents or loved ones who are involved in the baby’s care. One family I worked with was a same sex-couple with a baby boy. It’s standard to refer to parents as “mom” and “dad” in the ICN, but those terms don’t fit every family. After speaking with this couple and visiting with the baby, I went to my office to write up my notes. I realized that I needed to find out the correct terms to call the parents.   

I went back to their room and asked them what they wanted their baby to call them when he got older. They said “mama” is fine, or whatever he wants to call them. So, I wrote “mama” for each parent in the baby’s chart and in the birth parent’s chart. I made sure all my colleagues were using the correct terms to refer to the parents.   

As the family was leaving the hospital, the parents told me how much they appreciated being asked what they wanted to be called. I want all my patients to feel that I hear and care about them. I want their visit to feel as positive as possible, so they know they can come back, and they’ll feel comfortable that their care team is looking out for them.",Penn Medicine Experience,,1
76,7344f69c-c715-4610-8b01-17f16bdf6663,2022-12-20 17:18:57.468333+00:00,ARTICLE,Managing Your Boss,"Work-related stress can get the best of us all. Emails, Slack messages, phones ringing off the hook, your co-worker dropping by for an impromptu meeting — it’s enough to make anyone frazzled.

Feeling some tension is normal, especially if you’re facing a looming deadline or challenging assignment. But when work stress becomes chronic, it can end up affecting both your physical and emotional well-being.

Experiencing work strain is unavoidable — even if you love what you do — but there are steps you can take to keep job stress to a minimum.",APA,,1
77,ba088905-91c3-41da-90ff-078291a7454a,2022-11-03 13:59:44.867059+00:00,ARTICLE,President Barack Obama's Recommended Reading List on Anti-Racism,Read President Barack Obama's Recommended Reading List on Anti-Racism on the site for CPUP's Committee on Anti-Racism.,Barack Obama,5.0,1
78,eb234714-99c8-4959-b984-0b45b52c6c2c,2023-01-13 16:59:45.903999+00:00,ARTICLE,Therapy for Black Girls (Blog),Therapy for Black Girls is an online space dedicated to encouraging the mental wellness of Black women and girls. This links to their blog but they have many other resources on their website for you to check out!,Dr. Joy Harden Bradford,,1
79,770a7ed2-1c02-42ee-8071-6f33fcd059e8,2021-07-19 16:30:38.451878+00:00,ARTICLE,The COVID-19 Cycle: Social Anxiety and Withdrawal in School-Aged Kids and Teens,"Many families are managing anxious and depressive symptoms in their kids and teens who have been isolated for months. This article explains the cycle of social isolation and social anxiety in children and teens, and offers a few tips for parents and caregivers to help.","Erika Vivyan, PhD",5.0,1
80,1f303125-daea-4c04-b546-2200268795e4,2021-06-28 14:50:45.058399+00:00,ARTICLE,How bystanders can shut down microaggressions,This article summarizes what microaggressions are and how they can cause psychological distress in those targeted by them. Also included are strategies for bystanders who see microaggressions to intervene and be an ally.,Zara Abrams,7.0,1
81,08389ea2-1ce4-4d40-82d8-4a55c24f3de6,2022-08-19 19:47:28.422386+00:00,ARTICLE,Dr. Ben Cooperberg,"Sometimes the best way to treat a patient’s illness is to talk to them about something else.  

Recently I was talking to a new patient about her Type 2 diabetes. Her blood sugars were too high, and I was encouraging her to start insulin treatment. I told her about the treatment and shared statistics about the outcomes, but I could see that I wasn’t getting through. She seemed tuned out as I continued talking.  

Suddenly her gaze fell on my wedding ring. “Are those Hebrew letters?” she asked. I told her they come from the Song of Solomon: “I am to my beloved as my beloved is to me.” Her eyes softened, and she smiled at me as she shared, “That has always been my favorite Biblical poem!”  

She asked if I’m Jewish, and I said that I am. She told me she is very involved in her church, and draws strength from that community. For the rest of our time together, we chatted about religions and the ways in which they challenge and comfort us. I didn’t mention insulin again, but urged her to return to the clinic. She admitted that at first, she wasn’t planning to come back. But after our conversation, she was looking forward to her next visit.  

How someone feels is a big part of their health. We want to help people feel better, and help their health—those things go hand in hand. That day with my patient, I recognized that how she felt about me as a person was more important than whether she agreed to start a new treatment in that moment. We both benefitted from connecting—not as doctor and patient, but as two people.",Penn Medicine Experience,,1
82,e69e5764-5491-4fe8-9e76-e64588cc4ce7,2022-12-20 16:12:47.598715+00:00,APP,Mindshift CBT,"Is anxiety getting in the way of your life? MindShift® CBT uses scientifically proven strategies based on Cognitive Behavioural Therapy (CBT) to help you learn to relax and be mindful, develop more effective ways of thinking, and use active steps to take charge of your anxiety. A new feature, the Community forum, now enables you to find and offer peer-to-peer support.",Anxiety Canada,,5
83,b5cf6188-f5cb-4e7b-9738-76eb8a725ffc,2022-12-20 16:18:41.608036+00:00,APP,MoodMission,"When we feel down or anxious, there are heaps of things we can do to help us feel better again. Doing these things can help prevent everyday mood disturbances from developing into mental health issues, such as depression and anxiety disorders. When you tell MoodMission how you're feeling, it gives you a tailored list of 5 simple, quick, effective, evidence-based Missions to improve your mood. All Missions are taken from scientific research, made accessible to you through the app, so you can learn exactly how what you're doing is helping. Completing Missions earns you rewards in the app, motivating you to take steps towards becoming healthier, happier, and more confident.",David Bakker and Nikki Richard,,3
84,9ddc5772-3fb8-46d1-9fbd-9498413704e0,2022-12-20 16:16:22.616400+00:00,APP,Sanvello,"Sanvello helps you understand you: Our thoughts, moods, and behaviors all shape how we feel. Sanvello gives you clinically validated techniques to help you manage your moods and thoughts, so you can understand what works for you to feel better. Whether you manage an ongoing condition like anxiety or depression, deal with stress, have acute stress or anxiety related to an event like coronavirus, or simply want to improve your overall mental well-being, Sanvello gives you the help, support, and resources you need to feel more in control and happier over time.",Sanvello Team,,2
85,5a80c0db-42bc-4bb5-9ad0-8565ff25066d,2022-12-20 16:14:29.587631+00:00,APP,Self-Help for Anxiety Management,"Self-Help for Anxiety Management (SAM) is a a non-profit, community-backed app to help you monitor and manage your mental health. It provides you with a symptom tracker, educational articles and external links, relaxation techniques, and additional coping skills and practice for managing anxiety. SAM also includes a “Social Cloud,” a closed social networking function that allows SAM users to share experiences, suggestions, and support.",Mind Garden Technology Ltd,,1
86,fa537a81-e95a-455c-abd1-8481bb517128,2022-12-20 16:21:42.959873+00:00,APP,MoodTools,"If you are feeling sad, anxious or depressed, lift your mood with MoodTools! MoodTools is designed to help you combat depression and alleviate your negative moods, aiding you on your road to recovery. MoodTools contains several different research-supported tools. 

MoodTools features include:
     • Thought Diary - Improve your mood by analyzing your thoughts and identifying negative / distorted thinking patterns based on principles from Cognitive Therapy
     • Activities - Regain your energy by performing energizing activities and tracking your mood before and after, based on Behavioral Activation Therapy 
     • Safety Plan - Develop a suicide safety plan to keep you safe and utilize emergency resources during a suicidal crisis
     • Information - Read information, self-help guidelines, and find help with internet resources
     • Test - Take the PHQ-9 depression questionnaire and track your symptom severity over time
     • Video - Discover helpful YouTube videos that can improve your mood and behavior, from guided meditations to enlightening TED talks",MoodTools,,1
