,topic_id,topic_top_words,resp_concat_text,dominant_topic,session_name,session_date,host_name
300,Topic_7,"time, people, work, grief, topic, make, feel, helpful, session, talk, penn, information, personal, lot, worry, stress, way, get, share, long",i just jumped on it when it was presented to me. everything was helpful working on everything how to identify when things are about to happen.,Topic_7,coping with grief,2023-08-30,lily
174,Topic_7,"time, people, work, grief, topic, make, feel, helpful, session, talk, penn, information, personal, lot, worry, stress, way, get, share, long",topic short and to the point make it a seminar so people can't interrupt,Topic_7,improving our relationships_ a focus on listening and communication,2024-02-12,erica
396,Topic_7,"time, people, work, grief, topic, make, feel, helpful, session, talk, penn, information, personal, lot, worry, stress, way, get, share, long",her other talks how dr brown illucidates the mundane nothing handling negative work environments,Topic_7,looking back on the year,2023-12-13,lily
315,Topic_7,"time, people, work, grief, topic, make, feel, helpful, session, talk, penn, information, personal, lot, worry, stress, way, get, share, long",brief and concise would like to get a transcript or link to rewatch,Topic_7,time management,2023-09-12,lily
25,Topic_7,"time, people, work, grief, topic, make, feel, helpful, session, talk, penn, information, personal, lot, worry, stress, way, get, share, long",personal grief reminder that other people are struggling with grief,Topic_7,coping with grief and loss,2023-07-13,erica
66,Topic_7,"time, people, work, grief, topic, make, feel, helpful, session, talk, penn, information, personal, lot, worry, stress, way, get, share, long",difficulty sleeping get out of bed and worry time,Topic_7,getting better sleep,2023-09-13,erica
229,Topic_7,"time, people, work, grief, topic, make, feel, helpful, session, talk, penn, information, personal, lot, worry, stress, way, get, share, long",attended a number of dr brown's sessions before and they were always helpful,Topic_7,sleep tips,2023-07-24,lily
312,Topic_7,"time, people, work, grief, topic, make, feel, helpful, session, talk, penn, information, personal, lot, worry, stress, way, get, share, long",well focus all the information was very useful. nothing elder care,Topic_7,time management,2023-09-12,lily
351,Topic_7,"time, people, work, grief, topic, make, feel, helpful, session, talk, penn, information, personal, lot, worry, stress, way, get, share, long",i am always looking for better ways to communicate with people in my life.,Topic_7,promoting connection to your partner,2023-10-03,lily
36,Topic_7,"time, people, work, grief, topic, make, feel, helpful, session, talk, penn, information, personal, lot, worry, stress, way, get, share, long","the more strategies i have to combat stress, the better group discussion",Topic_7,strategies for stress reduction (part 1),2023-07-17,erica
195,Topic_7,"time, people, work, grief, topic, make, feel, helpful, session, talk, penn, information, personal, lot, worry, stress, way, get, share, long",,Topic_0,breaking bad habits,2023-07-14,lily
350,Topic_7,"time, people, work, grief, topic, make, feel, helpful, session, talk, penn, information, personal, lot, worry, stress, way, get, share, long",no no,Topic_0,promoting connection to your partner,2023-10-03,lily
178,Topic_8,"topic, help, time, work, learn, try, deal, need, relationship, self, interest, always, anxiety, stress, tip, ptsd, mindfulness, want, advice, provide",personal ptsd the overview of ptsd make it an hour instead of only half hour,Topic_8,recognizing trauma and ptsd,2023-06-19,lily
359,Topic_8,"topic, help, time, work, learn, try, deal, need, relationship, self, interest, always, anxiety, stress, tip, ptsd, mindfulness, want, advice, provide",role strain elements of caregiver fatigue practice techniques ptsd,Topic_8,managing caregiver burnout,2023-10-12,lily
153,Topic_8,"topic, help, time, work, learn, try, deal, need, relationship, self, interest, always, anxiety, stress, tip, ptsd, mindfulness, want, advice, provide",looking for quick tips got some quick tips! nothing procrastination/anxiety,Topic_8,promoting positive affect in the winter months,2024-01-09,erica
136,Topic_8,"topic, help, time, work, learn, try, deal, need, relationship, self, interest, always, anxiety, stress, tip, ptsd, mindfulness, want, advice, provide",general understading of how to deal with conflict i like the dear man approach.,Topic_8,promoting conflict resolution in preparation for the holidays,2023-12-12,erica
241,Topic_8,"topic, help, time, work, learn, try, deal, need, relationship, self, interest, always, anxiety, stress, tip, ptsd, mindfulness, want, advice, provide",well focus different things you can try to help you fall asleep. nothing,Topic_8,sleep tips,2023-07-24,lily
110,Topic_8,"topic, help, time, work, learn, try, deal, need, relationship, self, interest, always, anxiety, stress, tip, ptsd, mindfulness, want, advice, provide",interest in topic explanations and suggestions to deal with emotions nothing anxiety,Topic_8,strategies for emotion regulation,2023-10-24,erica
251,Topic_8,"topic, help, time, work, learn, try, deal, need, relationship, self, interest, always, anxiety, stress, tip, ptsd, mindfulness, want, advice, provide",wanted to hear the information. the information itself. nothing elder care for parents,Topic_8,getting reconnected to the _big picture_,2023-08-10,lily
93,Topic_8,"topic, help, time, work, learn, try, deal, need, relationship, self, interest, always, anxiety, stress, tip, ptsd, mindfulness, want, advice, provide",need help learning how to balance work and family everything nothing,Topic_8,balancing work and family_,2023-10-17,erica
137,Topic_8,"topic, help, time, work, learn, try, deal, need, relationship, self, interest, always, anxiety, stress, tip, ptsd, mindfulness, want, advice, provide",the holiday's and being with family. steps to deescalate situations. nothing. not sure,Topic_8,promoting conflict resolution in preparation for the holidays,2023-12-12,erica
11,Topic_8,"topic, help, time, work, learn, try, deal, need, relationship, self, interest, always, anxiety, stress, tip, ptsd, mindfulness, want, advice, provide",i am trying to with grief that my feelings are valid not that would. it just seemed impersonal.,Topic_8,coping with grief and loss,2023-07-13,erica
112,Topic_8,"topic, help, time, work, learn, try, deal, need, relationship, self, interest, always, anxiety, stress, tip, ptsd, mindfulness, want, advice, provide",self improvement the journaling  mindfulness,Topic_8,discovering a positive relationship with yourself,2023-10-30,erica
165,Topic_8,"topic, help, time, work, learn, try, deal, need, relationship, self, interest, always, anxiety, stress, tip, ptsd, mindfulness, want, advice, provide",want to do more mindfulness for myself and family. how to do mindfulness,Topic_8,increasing our ability to self-soothe through mindfulness based practices,2024-02-08,erica
63,Topic_8,"topic, help, time, work, learn, try, deal, need, relationship, self, interest, always, anxiety, stress, tip, ptsd, mindfulness, want, advice, provide",insomnia the deep breathing technique nothing,Topic_8,getting better sleep,2023-09-13,erica
87,Topic_8,"topic, help, time, work, learn, try, deal, need, relationship, self, interest, always, anxiety, stress, tip, ptsd, mindfulness, want, advice, provide",topic of interest prioritizing nothing,Topic_8,balancing work and family_,2023-10-17,erica
95,Topic_8,"topic, help, time, work, learn, try, deal, need, relationship, self, interest, always, anxiety, stress, tip, ptsd, mindfulness, want, advice, provide",self care needs,Topic_8,balancing work and family_,2023-10-17,erica
12,Topic_9,"session, time, work, talk, keep, recommendation, make, discuss, information, helpful, long, resource, anxiety, attend, different, return, apply, look, understand, night","loss of spouse 12/22 understanding the different stages, emotions, etc opportunity for brief sharing",Topic_9,coping with grief and loss,2023-07-13,erica
292,Topic_9,"session, time, work, talk, keep, recommendation, make, discuss, information, helpful, long, resource, anxiety, attend, different, return, apply, look, understand, night",my husband passed last week and i just returned to work grief is not a linear process,Topic_9,coping with grief,2023-08-30,lily
318,Topic_9,"session, time, work, talk, keep, recommendation, make, discuss, information, helpful, long, resource, anxiety, attend, different, return, apply, look, understand, night",topic learned difference between nightmare and night terror as i left session after 10min i really cannot comment,Topic_9,understanding nightmares,2023-09-18,lily
34,Topic_9,"session, time, work, talk, keep, recommendation, make, discuss, information, helpful, long, resource, anxiety, attend, different, return, apply, look, understand, night",very motivated the examples on tips to combat the barriers i experience.  open to learning more,Topic_9,strategies for stress reduction (part 1),2023-07-17,erica
397,Topic_9,"session, time, work, talk, keep, recommendation, make, discuss, information, helpful, long, resource, anxiety, attend, different, return, apply, look, understand, night",the title of the session the session was very helpful. nothing psychological safety,Topic_9,looking back on the year,2023-12-13,lily
90,Topic_9,"session, time, work, talk, keep, recommendation, make, discuss, information, helpful, long, resource, anxiety, attend, different, return, apply, look, understand, night",personal education all information no recommendations no recommendations at this time.,Topic_9,balancing work and family_,2023-10-17,erica
159,Topic_9,"session, time, work, talk, keep, recommendation, make, discuss, information, helpful, long, resource, anxiety, attend, different, return, apply, look, understand, night",have a ten year old son the resources nothing,Topic_9,parents @ penn medicine_ supporting your child with anxiety,2024-01-16,erica
188,Topic_9,"session, time, work, talk, keep, recommendation, make, discuss, information, helpful, long, resource, anxiety, attend, different, return, apply, look, understand, night",a better me applying to everyday life,Topic_9,breaking bad habits,2023-07-14,lily
118,Topic_9,"session, time, work, talk, keep, recommendation, make, discuss, information, helpful, long, resource, anxiety, attend, different, return, apply, look, understand, night",work on myself the different steps to do,Topic_9,discovering a positive relationship with yourself,2023-10-30,erica
383,Topic_9,"session, time, work, talk, keep, recommendation, make, discuss, information, helpful, long, resource, anxiety, attend, different, return, apply, look, understand, night",presenter is relatable pdfs attached before start of meeting,Topic_9,savoring time off,2023-11-21,lily
20,Topic_9,"session, time, work, talk, keep, recommendation, make, discuss, information, helpful, long, resource, anxiety, attend, different, return, apply, look, understand, night",the title every second nothing,Topic_9,coping with grief and loss,2023-07-13,erica
2,Topic_9,"session, time, work, talk, keep, recommendation, make, discuss, information, helpful, long, resource, anxiety, attend, different, return, apply, look, understand, night",feeling burnt out affirmations of what i know i need to do and other practical ways to combat burnout,Topic_4,staying effective when burned out,2023-06-14,erica
299,Topic_9,"session, time, work, talk, keep, recommendation, make, discuss, information, helpful, long, resource, anxiety, attend, different, return, apply, look, understand, night",grief - to better understand my feelings,Topic_5,coping with grief,2023-08-30,lily
286,Topic_9,"session, time, work, talk, keep, recommendation, make, discuss, information, helpful, long, resource, anxiety, attend, different, return, apply, look, understand, night",topic and having attended other of dr. brown's talks thinking strategies nothing vasovagal therapy,Topic_0,coping with grief,2023-08-30,lily
269,Topic_9,"session, time, work, talk, keep, recommendation, make, discuss, information, helpful, long, resource, anxiety, attend, different, return, apply, look, understand, night",,Topic_0,bringing down emotions,2023-08-25,lily
