,topic_id,topic_top_words,resp_concat_text,dominant_topic,session_name,session_date,host_name
13,Topic_11,"maintain, personal, work, life, event, stress, holiday, see, alone, support, balance, knowledgeable, recent, speaker, go, struggle, learn, resource, mental_health, intellectual","the recent death of my son on june 20, 29023 yes nothing",Topic_0,coping with grief and loss,2023-07-13,erica
14,Topic_11,"maintain, personal, work, life, event, stress, holiday, see, alone, support, balance, knowledgeable, recent, speaker, go, struggle, learn, resource, mental_health, intellectual","history of chronic acute loss x 6 good primer for those seeking iniation of processing grief none burn out, life stransitions",Topic_0,coping with grief and loss,2023-07-13,erica
15,Topic_11,"maintain, personal, work, life, event, stress, holiday, see, alone, support, balance, knowledgeable, recent, speaker, go, struggle, learn, resource, mental_health, intellectual",experiencing grief nothing did not receive link after sugning up,Topic_0,coping with grief and loss,2023-07-13,erica
53,Topic_12,"time, recommendation, help, think, motivation, habit, good, self, value, find, make, thing, say, want, management, education, note, communication, resource, priority",need for support with post partum and returning to work strategies when it comes to asking for help and taking things step by step. more q & a time resources for employees that may only apply pre or post pregnancy,Topic_10,preparing for the post-partum period and maternity leave,2023-08-22,erica
2,Topic_12,"time, recommendation, help, think, motivation, habit, good, self, value, find, make, thing, say, want, management, education, note, communication, resource, priority",feeling burnt out affirmations of what i know i need to do and other practical ways to combat burnout,Topic_0,staying effective when burned out,2023-06-14,erica
3,Topic_12,"time, recommendation, help, think, motivation, habit, good, self, value, find, make, thing, say, want, management, education, note, communication, resource, priority",burn out  real talk about the hospital they kept it general instead of talking about real work stressors and dealing with them,Topic_0,staying effective when burned out,2023-06-14,erica
4,Topic_12,"time, recommendation, help, think, motivation, habit, good, self, value, find, make, thing, say, want, management, education, note, communication, resource, priority",i wanted one of my employees to attend i liked the shift in perspective,Topic_0,improving the relationship with yourself,2023-07-06,erica
5,Topic_12,"time, recommendation, help, think, motivation, habit, good, self, value, find, make, thing, say, want, management, education, note, communication, resource, priority",personal goals topic more resources if available,Topic_0,improving the relationship with yourself,2023-07-06,erica
6,Topic_12,"time, recommendation, help, think, motivation, habit, good, self, value, find, make, thing, say, want, management, education, note, communication, resource, priority",the content was interesting and could be applicable to my life.,Topic_0,improving the relationship with yourself,2023-07-06,erica
7,Topic_12,"time, recommendation, help, think, motivation, habit, good, self, value, find, make, thing, say, want, management, education, note, communication, resource, priority","the value of the subject matter to my work excellent presentation, warm and real presenter more time dedicated to written exercise (said ""5 min"" but it had to have been much less) this topic interests me greatly",Topic_0,improving the relationship with yourself,2023-07-06,erica
8,Topic_12,"time, recommendation, help, think, motivation, habit, good, self, value, find, make, thing, say, want, management, education, note, communication, resource, priority",i am a hospice nurse how important compassion can be group participation how to remain positive,Topic_0,coping with grief and loss,2023-07-13,erica
9,Topic_12,"time, recommendation, help, think, motivation, habit, good, self, value, find, make, thing, say, want, management, education, note, communication, resource, priority","divorce learning about grief needed to be an hour moving on after a loss, coping.",Topic_0,coping with grief and loss,2023-07-13,erica
10,Topic_12,"time, recommendation, help, think, motivation, habit, good, self, value, find, make, thing, say, want, management, education, note, communication, resource, priority",loss of a friend from suicide in my home didnt realize if was more maternal loss all good broader topics,Topic_0,coping with grief and loss,2023-07-13,erica
11,Topic_12,"time, recommendation, help, think, motivation, habit, good, self, value, find, make, thing, say, want, management, education, note, communication, resource, priority",i am trying to with grief that my feelings are valid not that would. it just seemed impersonal.,Topic_1,coping with grief and loss,2023-07-13,erica
12,Topic_12,"time, recommendation, help, think, motivation, habit, good, self, value, find, make, thing, say, want, management, education, note, communication, resource, priority","loss of spouse 12/22 understanding the different stages, emotions, etc opportunity for brief sharing",Topic_0,coping with grief and loss,2023-07-13,erica
13,Topic_12,"time, recommendation, help, think, motivation, habit, good, self, value, find, make, thing, say, want, management, education, note, communication, resource, priority","the recent death of my son on june 20, 29023 yes nothing",Topic_0,coping with grief and loss,2023-07-13,erica
14,Topic_12,"time, recommendation, help, think, motivation, habit, good, self, value, find, make, thing, say, want, management, education, note, communication, resource, priority","history of chronic acute loss x 6 good primer for those seeking iniation of processing grief none burn out, life stransitions",Topic_0,coping with grief and loss,2023-07-13,erica
15,Topic_12,"time, recommendation, help, think, motivation, habit, good, self, value, find, make, thing, say, want, management, education, note, communication, resource, priority",experiencing grief nothing did not receive link after sugning up,Topic_0,coping with grief and loss,2023-07-13,erica
53,Topic_13,"attend, way, work, get, think, suggestion, connect, colleague, interactive, react, current, interpersonal, adapt, talk, build, mood, first, network, name, anxiety",need for support with post partum and returning to work strategies when it comes to asking for help and taking things step by step. more q & a time resources for employees that may only apply pre or post pregnancy,Topic_10,preparing for the post-partum period and maternity leave,2023-08-22,erica
2,Topic_13,"attend, way, work, get, think, suggestion, connect, colleague, interactive, react, current, interpersonal, adapt, talk, build, mood, first, network, name, anxiety",feeling burnt out affirmations of what i know i need to do and other practical ways to combat burnout,Topic_0,staying effective when burned out,2023-06-14,erica
3,Topic_13,"attend, way, work, get, think, suggestion, connect, colleague, interactive, react, current, interpersonal, adapt, talk, build, mood, first, network, name, anxiety",burn out  real talk about the hospital they kept it general instead of talking about real work stressors and dealing with them,Topic_0,staying effective when burned out,2023-06-14,erica
4,Topic_13,"attend, way, work, get, think, suggestion, connect, colleague, interactive, react, current, interpersonal, adapt, talk, build, mood, first, network, name, anxiety",i wanted one of my employees to attend i liked the shift in perspective,Topic_0,improving the relationship with yourself,2023-07-06,erica
5,Topic_13,"attend, way, work, get, think, suggestion, connect, colleague, interactive, react, current, interpersonal, adapt, talk, build, mood, first, network, name, anxiety",personal goals topic more resources if available,Topic_0,improving the relationship with yourself,2023-07-06,erica
6,Topic_13,"attend, way, work, get, think, suggestion, connect, colleague, interactive, react, current, interpersonal, adapt, talk, build, mood, first, network, name, anxiety",the content was interesting and could be applicable to my life.,Topic_0,improving the relationship with yourself,2023-07-06,erica
7,Topic_13,"attend, way, work, get, think, suggestion, connect, colleague, interactive, react, current, interpersonal, adapt, talk, build, mood, first, network, name, anxiety","the value of the subject matter to my work excellent presentation, warm and real presenter more time dedicated to written exercise (said ""5 min"" but it had to have been much less) this topic interests me greatly",Topic_0,improving the relationship with yourself,2023-07-06,erica
8,Topic_13,"attend, way, work, get, think, suggestion, connect, colleague, interactive, react, current, interpersonal, adapt, talk, build, mood, first, network, name, anxiety",i am a hospice nurse how important compassion can be group participation how to remain positive,Topic_0,coping with grief and loss,2023-07-13,erica
9,Topic_13,"attend, way, work, get, think, suggestion, connect, colleague, interactive, react, current, interpersonal, adapt, talk, build, mood, first, network, name, anxiety","divorce learning about grief needed to be an hour moving on after a loss, coping.",Topic_0,coping with grief and loss,2023-07-13,erica
10,Topic_13,"attend, way, work, get, think, suggestion, connect, colleague, interactive, react, current, interpersonal, adapt, talk, build, mood, first, network, name, anxiety",loss of a friend from suicide in my home didnt realize if was more maternal loss all good broader topics,Topic_0,coping with grief and loss,2023-07-13,erica
11,Topic_13,"attend, way, work, get, think, suggestion, connect, colleague, interactive, react, current, interpersonal, adapt, talk, build, mood, first, network, name, anxiety",i am trying to with grief that my feelings are valid not that would. it just seemed impersonal.,Topic_1,coping with grief and loss,2023-07-13,erica
12,Topic_13,"attend, way, work, get, think, suggestion, connect, colleague, interactive, react, current, interpersonal, adapt, talk, build, mood, first, network, name, anxiety","loss of spouse 12/22 understanding the different stages, emotions, etc opportunity for brief sharing",Topic_0,coping with grief and loss,2023-07-13,erica
13,Topic_13,"attend, way, work, get, think, suggestion, connect, colleague, interactive, react, current, interpersonal, adapt, talk, build, mood, first, network, name, anxiety","the recent death of my son on june 20, 29023 yes nothing",Topic_0,coping with grief and loss,2023-07-13,erica
14,Topic_13,"attend, way, work, get, think, suggestion, connect, colleague, interactive, react, current, interpersonal, adapt, talk, build, mood, first, network, name, anxiety","history of chronic acute loss x 6 good primer for those seeking iniation of processing grief none burn out, life stransitions",Topic_0,coping with grief and loss,2023-07-13,erica
15,Topic_13,"attend, way, work, get, think, suggestion, connect, colleague, interactive, react, current, interpersonal, adapt, talk, build, mood, first, network, name, anxiety",experiencing grief nothing did not receive link after sugning up,Topic_0,coping with grief and loss,2023-07-13,erica
53,Topic_14,"technique, daily, good, anxiety, self, honestly, suggestion, minute, holiday, need, feeling, discussion, current, sign, relevant, see, tip, identify, group, well",need for support with post partum and returning to work strategies when it comes to asking for help and taking things step by step. more q & a time resources for employees that may only apply pre or post pregnancy,Topic_10,preparing for the post-partum period and maternity leave,2023-08-22,erica
2,Topic_14,"technique, daily, good, anxiety, self, honestly, suggestion, minute, holiday, need, feeling, discussion, current, sign, relevant, see, tip, identify, group, well",feeling burnt out affirmations of what i know i need to do and other practical ways to combat burnout,Topic_0,staying effective when burned out,2023-06-14,erica
3,Topic_14,"technique, daily, good, anxiety, self, honestly, suggestion, minute, holiday, need, feeling, discussion, current, sign, relevant, see, tip, identify, group, well",burn out  real talk about the hospital they kept it general instead of talking about real work stressors and dealing with them,Topic_0,staying effective when burned out,2023-06-14,erica
4,Topic_14,"technique, daily, good, anxiety, self, honestly, suggestion, minute, holiday, need, feeling, discussion, current, sign, relevant, see, tip, identify, group, well",i wanted one of my employees to attend i liked the shift in perspective,Topic_0,improving the relationship with yourself,2023-07-06,erica
5,Topic_14,"technique, daily, good, anxiety, self, honestly, suggestion, minute, holiday, need, feeling, discussion, current, sign, relevant, see, tip, identify, group, well",personal goals topic more resources if available,Topic_0,improving the relationship with yourself,2023-07-06,erica
6,Topic_14,"technique, daily, good, anxiety, self, honestly, suggestion, minute, holiday, need, feeling, discussion, current, sign, relevant, see, tip, identify, group, well",the content was interesting and could be applicable to my life.,Topic_0,improving the relationship with yourself,2023-07-06,erica
7,Topic_14,"technique, daily, good, anxiety, self, honestly, suggestion, minute, holiday, need, feeling, discussion, current, sign, relevant, see, tip, identify, group, well","the value of the subject matter to my work excellent presentation, warm and real presenter more time dedicated to written exercise (said ""5 min"" but it had to have been much less) this topic interests me greatly",Topic_0,improving the relationship with yourself,2023-07-06,erica
8,Topic_14,"technique, daily, good, anxiety, self, honestly, suggestion, minute, holiday, need, feeling, discussion, current, sign, relevant, see, tip, identify, group, well",i am a hospice nurse how important compassion can be group participation how to remain positive,Topic_0,coping with grief and loss,2023-07-13,erica
9,Topic_14,"technique, daily, good, anxiety, self, honestly, suggestion, minute, holiday, need, feeling, discussion, current, sign, relevant, see, tip, identify, group, well","divorce learning about grief needed to be an hour moving on after a loss, coping.",Topic_0,coping with grief and loss,2023-07-13,erica
10,Topic_14,"technique, daily, good, anxiety, self, honestly, suggestion, minute, holiday, need, feeling, discussion, current, sign, relevant, see, tip, identify, group, well",loss of a friend from suicide in my home didnt realize if was more maternal loss all good broader topics,Topic_0,coping with grief and loss,2023-07-13,erica
11,Topic_14,"technique, daily, good, anxiety, self, honestly, suggestion, minute, holiday, need, feeling, discussion, current, sign, relevant, see, tip, identify, group, well",i am trying to with grief that my feelings are valid not that would. it just seemed impersonal.,Topic_1,coping with grief and loss,2023-07-13,erica
12,Topic_14,"technique, daily, good, anxiety, self, honestly, suggestion, minute, holiday, need, feeling, discussion, current, sign, relevant, see, tip, identify, group, well","loss of spouse 12/22 understanding the different stages, emotions, etc opportunity for brief sharing",Topic_0,coping with grief and loss,2023-07-13,erica
13,Topic_14,"technique, daily, good, anxiety, self, honestly, suggestion, minute, holiday, need, feeling, discussion, current, sign, relevant, see, tip, identify, group, well","the recent death of my son on june 20, 29023 yes nothing",Topic_0,coping with grief and loss,2023-07-13,erica
14,Topic_14,"technique, daily, good, anxiety, self, honestly, suggestion, minute, holiday, need, feeling, discussion, current, sign, relevant, see, tip, identify, group, well","history of chronic acute loss x 6 good primer for those seeking iniation of processing grief none burn out, life stransitions",Topic_0,coping with grief and loss,2023-07-13,erica
15,Topic_14,"technique, daily, good, anxiety, self, honestly, suggestion, minute, holiday, need, feeling, discussion, current, sign, relevant, see, tip, identify, group, well",experiencing grief nothing did not receive link after sugning up,Topic_0,coping with grief and loss,2023-07-13,erica
53,Topic_15,"grief, personal, people, information, skill, minute, example, cancer, work, highlight, link, anonymous, network, lot, unpacked, social, experience, boundary, moment, reminder",need for support with post partum and returning to work strategies when it comes to asking for help and taking things step by step. more q & a time resources for employees that may only apply pre or post pregnancy,Topic_10,preparing for the post-partum period and maternity leave,2023-08-22,erica
2,Topic_15,"grief, personal, people, information, skill, minute, example, cancer, work, highlight, link, anonymous, network, lot, unpacked, social, experience, boundary, moment, reminder",feeling burnt out affirmations of what i know i need to do and other practical ways to combat burnout,Topic_0,staying effective when burned out,2023-06-14,erica
3,Topic_15,"grief, personal, people, information, skill, minute, example, cancer, work, highlight, link, anonymous, network, lot, unpacked, social, experience, boundary, moment, reminder",burn out  real talk about the hospital they kept it general instead of talking about real work stressors and dealing with them,Topic_0,staying effective when burned out,2023-06-14,erica
4,Topic_15,"grief, personal, people, information, skill, minute, example, cancer, work, highlight, link, anonymous, network, lot, unpacked, social, experience, boundary, moment, reminder",i wanted one of my employees to attend i liked the shift in perspective,Topic_0,improving the relationship with yourself,2023-07-06,erica
5,Topic_15,"grief, personal, people, information, skill, minute, example, cancer, work, highlight, link, anonymous, network, lot, unpacked, social, experience, boundary, moment, reminder",personal goals topic more resources if available,Topic_0,improving the relationship with yourself,2023-07-06,erica
6,Topic_15,"grief, personal, people, information, skill, minute, example, cancer, work, highlight, link, anonymous, network, lot, unpacked, social, experience, boundary, moment, reminder",the content was interesting and could be applicable to my life.,Topic_0,improving the relationship with yourself,2023-07-06,erica
7,Topic_15,"grief, personal, people, information, skill, minute, example, cancer, work, highlight, link, anonymous, network, lot, unpacked, social, experience, boundary, moment, reminder","the value of the subject matter to my work excellent presentation, warm and real presenter more time dedicated to written exercise (said ""5 min"" but it had to have been much less) this topic interests me greatly",Topic_0,improving the relationship with yourself,2023-07-06,erica
8,Topic_15,"grief, personal, people, information, skill, minute, example, cancer, work, highlight, link, anonymous, network, lot, unpacked, social, experience, boundary, moment, reminder",i am a hospice nurse how important compassion can be group participation how to remain positive,Topic_0,coping with grief and loss,2023-07-13,erica
9,Topic_15,"grief, personal, people, information, skill, minute, example, cancer, work, highlight, link, anonymous, network, lot, unpacked, social, experience, boundary, moment, reminder","divorce learning about grief needed to be an hour moving on after a loss, coping.",Topic_0,coping with grief and loss,2023-07-13,erica
10,Topic_15,"grief, personal, people, information, skill, minute, example, cancer, work, highlight, link, anonymous, network, lot, unpacked, social, experience, boundary, moment, reminder",loss of a friend from suicide in my home didnt realize if was more maternal loss all good broader topics,Topic_0,coping with grief and loss,2023-07-13,erica
11,Topic_15,"grief, personal, people, information, skill, minute, example, cancer, work, highlight, link, anonymous, network, lot, unpacked, social, experience, boundary, moment, reminder",i am trying to with grief that my feelings are valid not that would. it just seemed impersonal.,Topic_1,coping with grief and loss,2023-07-13,erica
12,Topic_15,"grief, personal, people, information, skill, minute, example, cancer, work, highlight, link, anonymous, network, lot, unpacked, social, experience, boundary, moment, reminder","loss of spouse 12/22 understanding the different stages, emotions, etc opportunity for brief sharing",Topic_0,coping with grief and loss,2023-07-13,erica
13,Topic_15,"grief, personal, people, information, skill, minute, example, cancer, work, highlight, link, anonymous, network, lot, unpacked, social, experience, boundary, moment, reminder","the recent death of my son on june 20, 29023 yes nothing",Topic_0,coping with grief and loss,2023-07-13,erica
14,Topic_15,"grief, personal, people, information, skill, minute, example, cancer, work, highlight, link, anonymous, network, lot, unpacked, social, experience, boundary, moment, reminder","history of chronic acute loss x 6 good primer for those seeking iniation of processing grief none burn out, life stransitions",Topic_0,coping with grief and loss,2023-07-13,erica
15,Topic_15,"grief, personal, people, information, skill, minute, example, cancer, work, highlight, link, anonymous, network, lot, unpacked, social, experience, boundary, moment, reminder",experiencing grief nothing did not receive link after sugning up,Topic_0,coping with grief and loss,2023-07-13,erica
53,Topic_16,"work, long, struggle, deal, define, make, talk, acceptance, grief, real, session, still, stimulus, balance, year, concrete, value, parent, tip, intentionality",need for support with post partum and returning to work strategies when it comes to asking for help and taking things step by step. more q & a time resources for employees that may only apply pre or post pregnancy,Topic_10,preparing for the post-partum period and maternity leave,2023-08-22,erica
2,Topic_16,"work, long, struggle, deal, define, make, talk, acceptance, grief, real, session, still, stimulus, balance, year, concrete, value, parent, tip, intentionality",feeling burnt out affirmations of what i know i need to do and other practical ways to combat burnout,Topic_0,staying effective when burned out,2023-06-14,erica
3,Topic_16,"work, long, struggle, deal, define, make, talk, acceptance, grief, real, session, still, stimulus, balance, year, concrete, value, parent, tip, intentionality",burn out  real talk about the hospital they kept it general instead of talking about real work stressors and dealing with them,Topic_0,staying effective when burned out,2023-06-14,erica
4,Topic_16,"work, long, struggle, deal, define, make, talk, acceptance, grief, real, session, still, stimulus, balance, year, concrete, value, parent, tip, intentionality",i wanted one of my employees to attend i liked the shift in perspective,Topic_0,improving the relationship with yourself,2023-07-06,erica
5,Topic_16,"work, long, struggle, deal, define, make, talk, acceptance, grief, real, session, still, stimulus, balance, year, concrete, value, parent, tip, intentionality",personal goals topic more resources if available,Topic_0,improving the relationship with yourself,2023-07-06,erica
6,Topic_16,"work, long, struggle, deal, define, make, talk, acceptance, grief, real, session, still, stimulus, balance, year, concrete, value, parent, tip, intentionality",the content was interesting and could be applicable to my life.,Topic_0,improving the relationship with yourself,2023-07-06,erica
7,Topic_16,"work, long, struggle, deal, define, make, talk, acceptance, grief, real, session, still, stimulus, balance, year, concrete, value, parent, tip, intentionality","the value of the subject matter to my work excellent presentation, warm and real presenter more time dedicated to written exercise (said ""5 min"" but it had to have been much less) this topic interests me greatly",Topic_0,improving the relationship with yourself,2023-07-06,erica
8,Topic_16,"work, long, struggle, deal, define, make, talk, acceptance, grief, real, session, still, stimulus, balance, year, concrete, value, parent, tip, intentionality",i am a hospice nurse how important compassion can be group participation how to remain positive,Topic_0,coping with grief and loss,2023-07-13,erica
9,Topic_16,"work, long, struggle, deal, define, make, talk, acceptance, grief, real, session, still, stimulus, balance, year, concrete, value, parent, tip, intentionality","divorce learning about grief needed to be an hour moving on after a loss, coping.",Topic_0,coping with grief and loss,2023-07-13,erica
10,Topic_16,"work, long, struggle, deal, define, make, talk, acceptance, grief, real, session, still, stimulus, balance, year, concrete, value, parent, tip, intentionality",loss of a friend from suicide in my home didnt realize if was more maternal loss all good broader topics,Topic_0,coping with grief and loss,2023-07-13,erica
11,Topic_16,"work, long, struggle, deal, define, make, talk, acceptance, grief, real, session, still, stimulus, balance, year, concrete, value, parent, tip, intentionality",i am trying to with grief that my feelings are valid not that would. it just seemed impersonal.,Topic_1,coping with grief and loss,2023-07-13,erica
12,Topic_16,"work, long, struggle, deal, define, make, talk, acceptance, grief, real, session, still, stimulus, balance, year, concrete, value, parent, tip, intentionality","loss of spouse 12/22 understanding the different stages, emotions, etc opportunity for brief sharing",Topic_0,coping with grief and loss,2023-07-13,erica
13,Topic_16,"work, long, struggle, deal, define, make, talk, acceptance, grief, real, session, still, stimulus, balance, year, concrete, value, parent, tip, intentionality","the recent death of my son on june 20, 29023 yes nothing",Topic_0,coping with grief and loss,2023-07-13,erica
14,Topic_16,"work, long, struggle, deal, define, make, talk, acceptance, grief, real, session, still, stimulus, balance, year, concrete, value, parent, tip, intentionality","history of chronic acute loss x 6 good primer for those seeking iniation of processing grief none burn out, life stransitions",Topic_0,coping with grief and loss,2023-07-13,erica
15,Topic_16,"work, long, struggle, deal, define, make, talk, acceptance, grief, real, session, still, stimulus, balance, year, concrete, value, parent, tip, intentionality",experiencing grief nothing did not receive link after sugning up,Topic_0,coping with grief and loss,2023-07-13,erica
53,Topic_17,"trauma, work, great, talk, deal, well, cope, info, life, make, present, skill, concept, relationship, answer, prioritization, caregiver, know, navigate, balance",need for support with post partum and returning to work strategies when it comes to asking for help and taking things step by step. more q & a time resources for employees that may only apply pre or post pregnancy,Topic_10,preparing for the post-partum period and maternity leave,2023-08-22,erica
2,Topic_17,"trauma, work, great, talk, deal, well, cope, info, life, make, present, skill, concept, relationship, answer, prioritization, caregiver, know, navigate, balance",feeling burnt out affirmations of what i know i need to do and other practical ways to combat burnout,Topic_0,staying effective when burned out,2023-06-14,erica
3,Topic_17,"trauma, work, great, talk, deal, well, cope, info, life, make, present, skill, concept, relationship, answer, prioritization, caregiver, know, navigate, balance",burn out  real talk about the hospital they kept it general instead of talking about real work stressors and dealing with them,Topic_0,staying effective when burned out,2023-06-14,erica
4,Topic_17,"trauma, work, great, talk, deal, well, cope, info, life, make, present, skill, concept, relationship, answer, prioritization, caregiver, know, navigate, balance",i wanted one of my employees to attend i liked the shift in perspective,Topic_0,improving the relationship with yourself,2023-07-06,erica
5,Topic_17,"trauma, work, great, talk, deal, well, cope, info, life, make, present, skill, concept, relationship, answer, prioritization, caregiver, know, navigate, balance",personal goals topic more resources if available,Topic_0,improving the relationship with yourself,2023-07-06,erica
6,Topic_17,"trauma, work, great, talk, deal, well, cope, info, life, make, present, skill, concept, relationship, answer, prioritization, caregiver, know, navigate, balance",the content was interesting and could be applicable to my life.,Topic_0,improving the relationship with yourself,2023-07-06,erica
7,Topic_17,"trauma, work, great, talk, deal, well, cope, info, life, make, present, skill, concept, relationship, answer, prioritization, caregiver, know, navigate, balance","the value of the subject matter to my work excellent presentation, warm and real presenter more time dedicated to written exercise (said ""5 min"" but it had to have been much less) this topic interests me greatly",Topic_0,improving the relationship with yourself,2023-07-06,erica
8,Topic_17,"trauma, work, great, talk, deal, well, cope, info, life, make, present, skill, concept, relationship, answer, prioritization, caregiver, know, navigate, balance",i am a hospice nurse how important compassion can be group participation how to remain positive,Topic_0,coping with grief and loss,2023-07-13,erica
9,Topic_17,"trauma, work, great, talk, deal, well, cope, info, life, make, present, skill, concept, relationship, answer, prioritization, caregiver, know, navigate, balance","divorce learning about grief needed to be an hour moving on after a loss, coping.",Topic_0,coping with grief and loss,2023-07-13,erica
10,Topic_17,"trauma, work, great, talk, deal, well, cope, info, life, make, present, skill, concept, relationship, answer, prioritization, caregiver, know, navigate, balance",loss of a friend from suicide in my home didnt realize if was more maternal loss all good broader topics,Topic_0,coping with grief and loss,2023-07-13,erica
11,Topic_17,"trauma, work, great, talk, deal, well, cope, info, life, make, present, skill, concept, relationship, answer, prioritization, caregiver, know, navigate, balance",i am trying to with grief that my feelings are valid not that would. it just seemed impersonal.,Topic_1,coping with grief and loss,2023-07-13,erica
12,Topic_17,"trauma, work, great, talk, deal, well, cope, info, life, make, present, skill, concept, relationship, answer, prioritization, caregiver, know, navigate, balance","loss of spouse 12/22 understanding the different stages, emotions, etc opportunity for brief sharing",Topic_0,coping with grief and loss,2023-07-13,erica
13,Topic_17,"trauma, work, great, talk, deal, well, cope, info, life, make, present, skill, concept, relationship, answer, prioritization, caregiver, know, navigate, balance","the recent death of my son on june 20, 29023 yes nothing",Topic_0,coping with grief and loss,2023-07-13,erica
14,Topic_17,"trauma, work, great, talk, deal, well, cope, info, life, make, present, skill, concept, relationship, answer, prioritization, caregiver, know, navigate, balance","history of chronic acute loss x 6 good primer for those seeking iniation of processing grief none burn out, life stransitions",Topic_0,coping with grief and loss,2023-07-13,erica
15,Topic_17,"trauma, work, great, talk, deal, well, cope, info, life, make, present, skill, concept, relationship, answer, prioritization, caregiver, know, navigate, balance",experiencing grief nothing did not receive link after sugning up,Topic_0,coping with grief and loss,2023-07-13,erica
53,Topic_18,"session, help, time, stress, self, look, care, boundary, break, information, need, grief, management, title, relationship, change, different, question, excellent, meet",need for support with post partum and returning to work strategies when it comes to asking for help and taking things step by step. more q & a time resources for employees that may only apply pre or post pregnancy,Topic_10,preparing for the post-partum period and maternity leave,2023-08-22,erica
2,Topic_18,"session, help, time, stress, self, look, care, boundary, break, information, need, grief, management, title, relationship, change, different, question, excellent, meet",feeling burnt out affirmations of what i know i need to do and other practical ways to combat burnout,Topic_0,staying effective when burned out,2023-06-14,erica
3,Topic_18,"session, help, time, stress, self, look, care, boundary, break, information, need, grief, management, title, relationship, change, different, question, excellent, meet",burn out  real talk about the hospital they kept it general instead of talking about real work stressors and dealing with them,Topic_0,staying effective when burned out,2023-06-14,erica
4,Topic_18,"session, help, time, stress, self, look, care, boundary, break, information, need, grief, management, title, relationship, change, different, question, excellent, meet",i wanted one of my employees to attend i liked the shift in perspective,Topic_0,improving the relationship with yourself,2023-07-06,erica
5,Topic_18,"session, help, time, stress, self, look, care, boundary, break, information, need, grief, management, title, relationship, change, different, question, excellent, meet",personal goals topic more resources if available,Topic_0,improving the relationship with yourself,2023-07-06,erica
6,Topic_18,"session, help, time, stress, self, look, care, boundary, break, information, need, grief, management, title, relationship, change, different, question, excellent, meet",the content was interesting and could be applicable to my life.,Topic_0,improving the relationship with yourself,2023-07-06,erica
7,Topic_18,"session, help, time, stress, self, look, care, boundary, break, information, need, grief, management, title, relationship, change, different, question, excellent, meet","the value of the subject matter to my work excellent presentation, warm and real presenter more time dedicated to written exercise (said ""5 min"" but it had to have been much less) this topic interests me greatly",Topic_0,improving the relationship with yourself,2023-07-06,erica
8,Topic_18,"session, help, time, stress, self, look, care, boundary, break, information, need, grief, management, title, relationship, change, different, question, excellent, meet",i am a hospice nurse how important compassion can be group participation how to remain positive,Topic_0,coping with grief and loss,2023-07-13,erica
9,Topic_18,"session, help, time, stress, self, look, care, boundary, break, information, need, grief, management, title, relationship, change, different, question, excellent, meet","divorce learning about grief needed to be an hour moving on after a loss, coping.",Topic_0,coping with grief and loss,2023-07-13,erica
10,Topic_18,"session, help, time, stress, self, look, care, boundary, break, information, need, grief, management, title, relationship, change, different, question, excellent, meet",loss of a friend from suicide in my home didnt realize if was more maternal loss all good broader topics,Topic_0,coping with grief and loss,2023-07-13,erica
11,Topic_18,"session, help, time, stress, self, look, care, boundary, break, information, need, grief, management, title, relationship, change, different, question, excellent, meet",i am trying to with grief that my feelings are valid not that would. it just seemed impersonal.,Topic_1,coping with grief and loss,2023-07-13,erica
12,Topic_18,"session, help, time, stress, self, look, care, boundary, break, information, need, grief, management, title, relationship, change, different, question, excellent, meet","loss of spouse 12/22 understanding the different stages, emotions, etc opportunity for brief sharing",Topic_0,coping with grief and loss,2023-07-13,erica
13,Topic_18,"session, help, time, stress, self, look, care, boundary, break, information, need, grief, management, title, relationship, change, different, question, excellent, meet","the recent death of my son on june 20, 29023 yes nothing",Topic_0,coping with grief and loss,2023-07-13,erica
14,Topic_18,"session, help, time, stress, self, look, care, boundary, break, information, need, grief, management, title, relationship, change, different, question, excellent, meet","history of chronic acute loss x 6 good primer for those seeking iniation of processing grief none burn out, life stransitions",Topic_0,coping with grief and loss,2023-07-13,erica
15,Topic_18,"session, help, time, stress, self, look, care, boundary, break, information, need, grief, management, title, relationship, change, different, question, excellent, meet",experiencing grief nothing did not receive link after sugning up,Topic_0,coping with grief and loss,2023-07-13,erica
53,Topic_19,"anxiety, suggest, assessement, strategy, tip, quick, cobalt, need, base, emotion, stop, smoothing, effect, negative, holiday, worry, get, slide, deal, reduce",need for support with post partum and returning to work strategies when it comes to asking for help and taking things step by step. more q & a time resources for employees that may only apply pre or post pregnancy,Topic_10,preparing for the post-partum period and maternity leave,2023-08-22,erica
2,Topic_19,"anxiety, suggest, assessement, strategy, tip, quick, cobalt, need, base, emotion, stop, smoothing, effect, negative, holiday, worry, get, slide, deal, reduce",feeling burnt out affirmations of what i know i need to do and other practical ways to combat burnout,Topic_0,staying effective when burned out,2023-06-14,erica
3,Topic_19,"anxiety, suggest, assessement, strategy, tip, quick, cobalt, need, base, emotion, stop, smoothing, effect, negative, holiday, worry, get, slide, deal, reduce",burn out  real talk about the hospital they kept it general instead of talking about real work stressors and dealing with them,Topic_0,staying effective when burned out,2023-06-14,erica
4,Topic_19,"anxiety, suggest, assessement, strategy, tip, quick, cobalt, need, base, emotion, stop, smoothing, effect, negative, holiday, worry, get, slide, deal, reduce",i wanted one of my employees to attend i liked the shift in perspective,Topic_0,improving the relationship with yourself,2023-07-06,erica
