,topic_id,topic_top_words,resp_concat_text,dominant_topic,session_name,session_date,host_name
350,Topic_11,"time, day, experience, recommendation, personal, information, partly, take, project, performance, elderly, recommend, know, lecture, growth, find, right, large, work, grief",no no,Topic_0,promoting connection to your partner,2023-10-03,lily
405,Topic_11,"time, day, experience, recommendation, personal, information, partly, take, project, performance, elderly, recommend, know, lecture, growth, find, right, large, work, grief",very motivated,Topic_0,coping with recent or ongoing trauma,2024-01-11,lily
114,Topic_11,"time, day, experience, recommendation, personal, information, partly, take, project, performance, elderly, recommend, know, lecture, growth, find, right, large, work, grief",topic and timing,Topic_0,discovering a positive relationship with yourself,2023-10-30,erica
100,Topic_11,"time, day, experience, recommendation, personal, information, partly, take, project, performance, elderly, recommend, know, lecture, growth, find, right, large, work, grief",interest limeadeone app nothing,Topic_0,strategies for emotion regulation,2023-10-24,erica
233,Topic_11,"time, day, experience, recommendation, personal, information, partly, take, project, performance, elderly, recommend, know, lecture, growth, find, right, large, work, grief",limeade,Topic_42,sleep tips,2023-07-24,lily
98,Topic_11,"time, day, experience, recommendation, personal, information, partly, take, project, performance, elderly, recommend, know, lecture, growth, find, right, large, work, grief",yes yes none,Topic_35,strategies for emotion regulation,2023-10-24,erica
367,Topic_11,"time, day, experience, recommendation, personal, information, partly, take, project, performance, elderly, recommend, know, lecture, growth, find, right, large, work, grief",money,Topic_32,managing caregiver burnout,2023-10-12,lily
77,Topic_11,"time, day, experience, recommendation, personal, information, partly, take, project, performance, elderly, recommend, know, lecture, growth, find, right, large, work, grief",the topic interested me.,Topic_23,improving our relationships,2023-10-09,erica
272,Topic_11,"time, day, experience, recommendation, personal, information, partly, take, project, performance, elderly, recommend, know, lecture, growth, find, right, large, work, grief",topic techniques,Topic_49,bringing down emotions,2023-08-25,lily
29,Topic_11,"time, day, experience, recommendation, personal, information, partly, take, project, performance, elderly, recommend, know, lecture, growth, find, right, large, work, grief",interest,Topic_25,coping with grief and loss,2023-07-13,erica
76,Topic_11,"time, day, experience, recommendation, personal, information, partly, take, project, performance, elderly, recommend, know, lecture, growth, find, right, large, work, grief",topic strategies,Topic_17,improving our relationships,2023-10-09,erica
230,Topic_11,"time, day, experience, recommendation, personal, information, partly, take, project, performance, elderly, recommend, know, lecture, growth, find, right, large, work, grief",self esteem,Topic_46,sleep tips,2023-07-24,lily
278,Topic_12,"see, session, relevant, lot, alone, maintain, honestly, cover, good, tip, current, birthing, validation, recent, struggle, personal, go, sign, event, balance",,Topic_0,bringing down emotions,2023-08-25,lily
333,Topic_12,"see, session, relevant, lot, alone, maintain, honestly, cover, good, tip, current, birthing, validation, recent, struggle, personal, go, sign, event, balance",the topic all nothing,Topic_0,connecting with other people,2023-09-25,lily
1,Topic_12,"see, session, relevant, lot, alone, maintain, honestly, cover, good, tip, current, birthing, validation, recent, struggle, personal, go, sign, event, balance",the topic,Topic_0,staying effective when burned out,2023-06-14,erica
350,Topic_12,"see, session, relevant, lot, alone, maintain, honestly, cover, good, tip, current, birthing, validation, recent, struggle, personal, go, sign, event, balance",no no,Topic_0,promoting connection to your partner,2023-10-03,lily
405,Topic_12,"see, session, relevant, lot, alone, maintain, honestly, cover, good, tip, current, birthing, validation, recent, struggle, personal, go, sign, event, balance",very motivated,Topic_0,coping with recent or ongoing trauma,2024-01-11,lily
114,Topic_12,"see, session, relevant, lot, alone, maintain, honestly, cover, good, tip, current, birthing, validation, recent, struggle, personal, go, sign, event, balance",topic and timing,Topic_0,discovering a positive relationship with yourself,2023-10-30,erica
100,Topic_12,"see, session, relevant, lot, alone, maintain, honestly, cover, good, tip, current, birthing, validation, recent, struggle, personal, go, sign, event, balance",interest limeadeone app nothing,Topic_0,strategies for emotion regulation,2023-10-24,erica
233,Topic_12,"see, session, relevant, lot, alone, maintain, honestly, cover, good, tip, current, birthing, validation, recent, struggle, personal, go, sign, event, balance",limeade,Topic_42,sleep tips,2023-07-24,lily
98,Topic_12,"see, session, relevant, lot, alone, maintain, honestly, cover, good, tip, current, birthing, validation, recent, struggle, personal, go, sign, event, balance",yes yes none,Topic_35,strategies for emotion regulation,2023-10-24,erica
367,Topic_12,"see, session, relevant, lot, alone, maintain, honestly, cover, good, tip, current, birthing, validation, recent, struggle, personal, go, sign, event, balance",money,Topic_32,managing caregiver burnout,2023-10-12,lily
77,Topic_12,"see, session, relevant, lot, alone, maintain, honestly, cover, good, tip, current, birthing, validation, recent, struggle, personal, go, sign, event, balance",the topic interested me.,Topic_23,improving our relationships,2023-10-09,erica
272,Topic_12,"see, session, relevant, lot, alone, maintain, honestly, cover, good, tip, current, birthing, validation, recent, struggle, personal, go, sign, event, balance",topic techniques,Topic_49,bringing down emotions,2023-08-25,lily
29,Topic_12,"see, session, relevant, lot, alone, maintain, honestly, cover, good, tip, current, birthing, validation, recent, struggle, personal, go, sign, event, balance",interest,Topic_25,coping with grief and loss,2023-07-13,erica
76,Topic_12,"see, session, relevant, lot, alone, maintain, honestly, cover, good, tip, current, birthing, validation, recent, struggle, personal, go, sign, event, balance",topic strategies,Topic_17,improving our relationships,2023-10-09,erica
230,Topic_12,"see, session, relevant, lot, alone, maintain, honestly, cover, good, tip, current, birthing, validation, recent, struggle, personal, go, sign, event, balance",self esteem,Topic_46,sleep tips,2023-07-24,lily
278,Topic_13,"help, learn, strategy, event, new, skill, good, social, time, say, plan, handle, information, conflict, link, stress, deal, seek, socially, hear",,Topic_0,bringing down emotions,2023-08-25,lily
333,Topic_13,"help, learn, strategy, event, new, skill, good, social, time, say, plan, handle, information, conflict, link, stress, deal, seek, socially, hear",the topic all nothing,Topic_0,connecting with other people,2023-09-25,lily
1,Topic_13,"help, learn, strategy, event, new, skill, good, social, time, say, plan, handle, information, conflict, link, stress, deal, seek, socially, hear",the topic,Topic_0,staying effective when burned out,2023-06-14,erica
350,Topic_13,"help, learn, strategy, event, new, skill, good, social, time, say, plan, handle, information, conflict, link, stress, deal, seek, socially, hear",no no,Topic_0,promoting connection to your partner,2023-10-03,lily
405,Topic_13,"help, learn, strategy, event, new, skill, good, social, time, say, plan, handle, information, conflict, link, stress, deal, seek, socially, hear",very motivated,Topic_0,coping with recent or ongoing trauma,2024-01-11,lily
114,Topic_13,"help, learn, strategy, event, new, skill, good, social, time, say, plan, handle, information, conflict, link, stress, deal, seek, socially, hear",topic and timing,Topic_0,discovering a positive relationship with yourself,2023-10-30,erica
100,Topic_13,"help, learn, strategy, event, new, skill, good, social, time, say, plan, handle, information, conflict, link, stress, deal, seek, socially, hear",interest limeadeone app nothing,Topic_0,strategies for emotion regulation,2023-10-24,erica
233,Topic_13,"help, learn, strategy, event, new, skill, good, social, time, say, plan, handle, information, conflict, link, stress, deal, seek, socially, hear",limeade,Topic_42,sleep tips,2023-07-24,lily
98,Topic_13,"help, learn, strategy, event, new, skill, good, social, time, say, plan, handle, information, conflict, link, stress, deal, seek, socially, hear",yes yes none,Topic_35,strategies for emotion regulation,2023-10-24,erica
367,Topic_13,"help, learn, strategy, event, new, skill, good, social, time, say, plan, handle, information, conflict, link, stress, deal, seek, socially, hear",money,Topic_32,managing caregiver burnout,2023-10-12,lily
77,Topic_13,"help, learn, strategy, event, new, skill, good, social, time, say, plan, handle, information, conflict, link, stress, deal, seek, socially, hear",the topic interested me.,Topic_23,improving our relationships,2023-10-09,erica
272,Topic_13,"help, learn, strategy, event, new, skill, good, social, time, say, plan, handle, information, conflict, link, stress, deal, seek, socially, hear",topic techniques,Topic_49,bringing down emotions,2023-08-25,lily
29,Topic_13,"help, learn, strategy, event, new, skill, good, social, time, say, plan, handle, information, conflict, link, stress, deal, seek, socially, hear",interest,Topic_25,coping with grief and loss,2023-07-13,erica
76,Topic_13,"help, learn, strategy, event, new, skill, good, social, time, say, plan, handle, information, conflict, link, stress, deal, seek, socially, hear",topic strategies,Topic_17,improving our relationships,2023-10-09,erica
230,Topic_13,"help, learn, strategy, event, new, skill, good, social, time, say, plan, handle, information, conflict, link, stress, deal, seek, socially, hear",self esteem,Topic_46,sleep tips,2023-07-24,lily
278,Topic_14,"option, anxiety, emotion, education, smoothing, helpful, excellent, panic, work, lack, relapse, book, negative, control, nice, session, therapist, parent, attack, depth",,Topic_0,bringing down emotions,2023-08-25,lily
333,Topic_14,"option, anxiety, emotion, education, smoothing, helpful, excellent, panic, work, lack, relapse, book, negative, control, nice, session, therapist, parent, attack, depth",the topic all nothing,Topic_0,connecting with other people,2023-09-25,lily
1,Topic_14,"option, anxiety, emotion, education, smoothing, helpful, excellent, panic, work, lack, relapse, book, negative, control, nice, session, therapist, parent, attack, depth",the topic,Topic_0,staying effective when burned out,2023-06-14,erica
350,Topic_14,"option, anxiety, emotion, education, smoothing, helpful, excellent, panic, work, lack, relapse, book, negative, control, nice, session, therapist, parent, attack, depth",no no,Topic_0,promoting connection to your partner,2023-10-03,lily
405,Topic_14,"option, anxiety, emotion, education, smoothing, helpful, excellent, panic, work, lack, relapse, book, negative, control, nice, session, therapist, parent, attack, depth",very motivated,Topic_0,coping with recent or ongoing trauma,2024-01-11,lily
114,Topic_14,"option, anxiety, emotion, education, smoothing, helpful, excellent, panic, work, lack, relapse, book, negative, control, nice, session, therapist, parent, attack, depth",topic and timing,Topic_0,discovering a positive relationship with yourself,2023-10-30,erica
100,Topic_14,"option, anxiety, emotion, education, smoothing, helpful, excellent, panic, work, lack, relapse, book, negative, control, nice, session, therapist, parent, attack, depth",interest limeadeone app nothing,Topic_0,strategies for emotion regulation,2023-10-24,erica
233,Topic_14,"option, anxiety, emotion, education, smoothing, helpful, excellent, panic, work, lack, relapse, book, negative, control, nice, session, therapist, parent, attack, depth",limeade,Topic_42,sleep tips,2023-07-24,lily
98,Topic_14,"option, anxiety, emotion, education, smoothing, helpful, excellent, panic, work, lack, relapse, book, negative, control, nice, session, therapist, parent, attack, depth",yes yes none,Topic_35,strategies for emotion regulation,2023-10-24,erica
367,Topic_14,"option, anxiety, emotion, education, smoothing, helpful, excellent, panic, work, lack, relapse, book, negative, control, nice, session, therapist, parent, attack, depth",money,Topic_32,managing caregiver burnout,2023-10-12,lily
77,Topic_14,"option, anxiety, emotion, education, smoothing, helpful, excellent, panic, work, lack, relapse, book, negative, control, nice, session, therapist, parent, attack, depth",the topic interested me.,Topic_23,improving our relationships,2023-10-09,erica
272,Topic_14,"option, anxiety, emotion, education, smoothing, helpful, excellent, panic, work, lack, relapse, book, negative, control, nice, session, therapist, parent, attack, depth",topic techniques,Topic_49,bringing down emotions,2023-08-25,lily
29,Topic_14,"option, anxiety, emotion, education, smoothing, helpful, excellent, panic, work, lack, relapse, book, negative, control, nice, session, therapist, parent, attack, depth",interest,Topic_25,coping with grief and loss,2023-07-13,erica
76,Topic_14,"option, anxiety, emotion, education, smoothing, helpful, excellent, panic, work, lack, relapse, book, negative, control, nice, session, therapist, parent, attack, depth",topic strategies,Topic_17,improving our relationships,2023-10-09,erica
230,Topic_14,"option, anxiety, emotion, education, smoothing, helpful, excellent, panic, work, lack, relapse, book, negative, control, nice, session, therapist, parent, attack, depth",self esteem,Topic_46,sleep tips,2023-07-24,lily
278,Topic_15,"always, time, session, good, think, minute, include, cobalt, link, boundary, management, well, look, thing, help, dear, topic, terrific, interested, say",,Topic_0,bringing down emotions,2023-08-25,lily
333,Topic_15,"always, time, session, good, think, minute, include, cobalt, link, boundary, management, well, look, thing, help, dear, topic, terrific, interested, say",the topic all nothing,Topic_0,connecting with other people,2023-09-25,lily
1,Topic_15,"always, time, session, good, think, minute, include, cobalt, link, boundary, management, well, look, thing, help, dear, topic, terrific, interested, say",the topic,Topic_0,staying effective when burned out,2023-06-14,erica
350,Topic_15,"always, time, session, good, think, minute, include, cobalt, link, boundary, management, well, look, thing, help, dear, topic, terrific, interested, say",no no,Topic_0,promoting connection to your partner,2023-10-03,lily
405,Topic_15,"always, time, session, good, think, minute, include, cobalt, link, boundary, management, well, look, thing, help, dear, topic, terrific, interested, say",very motivated,Topic_0,coping with recent or ongoing trauma,2024-01-11,lily
114,Topic_15,"always, time, session, good, think, minute, include, cobalt, link, boundary, management, well, look, thing, help, dear, topic, terrific, interested, say",topic and timing,Topic_0,discovering a positive relationship with yourself,2023-10-30,erica
100,Topic_15,"always, time, session, good, think, minute, include, cobalt, link, boundary, management, well, look, thing, help, dear, topic, terrific, interested, say",interest limeadeone app nothing,Topic_0,strategies for emotion regulation,2023-10-24,erica
233,Topic_15,"always, time, session, good, think, minute, include, cobalt, link, boundary, management, well, look, thing, help, dear, topic, terrific, interested, say",limeade,Topic_42,sleep tips,2023-07-24,lily
98,Topic_15,"always, time, session, good, think, minute, include, cobalt, link, boundary, management, well, look, thing, help, dear, topic, terrific, interested, say",yes yes none,Topic_35,strategies for emotion regulation,2023-10-24,erica
367,Topic_15,"always, time, session, good, think, minute, include, cobalt, link, boundary, management, well, look, thing, help, dear, topic, terrific, interested, say",money,Topic_32,managing caregiver burnout,2023-10-12,lily
77,Topic_15,"always, time, session, good, think, minute, include, cobalt, link, boundary, management, well, look, thing, help, dear, topic, terrific, interested, say",the topic interested me.,Topic_23,improving our relationships,2023-10-09,erica
272,Topic_15,"always, time, session, good, think, minute, include, cobalt, link, boundary, management, well, look, thing, help, dear, topic, terrific, interested, say",topic techniques,Topic_49,bringing down emotions,2023-08-25,lily
29,Topic_15,"always, time, session, good, think, minute, include, cobalt, link, boundary, management, well, look, thing, help, dear, topic, terrific, interested, say",interest,Topic_25,coping with grief and loss,2023-07-13,erica
76,Topic_15,"always, time, session, good, think, minute, include, cobalt, link, boundary, management, well, look, thing, help, dear, topic, terrific, interested, say",topic strategies,Topic_17,improving our relationships,2023-10-09,erica
230,Topic_15,"always, time, session, good, think, minute, include, cobalt, link, boundary, management, well, look, thing, help, dear, topic, terrific, interested, say",self esteem,Topic_46,sleep tips,2023-07-24,lily
278,Topic_16,"entire, recommendation, session, attend, overthinke, attention, change, keep, futre, anxiety, time, self, full, family, deescalate, loss, holiday, step, situation, grief",,Topic_0,bringing down emotions,2023-08-25,lily
333,Topic_16,"entire, recommendation, session, attend, overthinke, attention, change, keep, futre, anxiety, time, self, full, family, deescalate, loss, holiday, step, situation, grief",the topic all nothing,Topic_0,connecting with other people,2023-09-25,lily
1,Topic_16,"entire, recommendation, session, attend, overthinke, attention, change, keep, futre, anxiety, time, self, full, family, deescalate, loss, holiday, step, situation, grief",the topic,Topic_0,staying effective when burned out,2023-06-14,erica
350,Topic_16,"entire, recommendation, session, attend, overthinke, attention, change, keep, futre, anxiety, time, self, full, family, deescalate, loss, holiday, step, situation, grief",no no,Topic_0,promoting connection to your partner,2023-10-03,lily
405,Topic_16,"entire, recommendation, session, attend, overthinke, attention, change, keep, futre, anxiety, time, self, full, family, deescalate, loss, holiday, step, situation, grief",very motivated,Topic_0,coping with recent or ongoing trauma,2024-01-11,lily
114,Topic_16,"entire, recommendation, session, attend, overthinke, attention, change, keep, futre, anxiety, time, self, full, family, deescalate, loss, holiday, step, situation, grief",topic and timing,Topic_0,discovering a positive relationship with yourself,2023-10-30,erica
100,Topic_16,"entire, recommendation, session, attend, overthinke, attention, change, keep, futre, anxiety, time, self, full, family, deescalate, loss, holiday, step, situation, grief",interest limeadeone app nothing,Topic_0,strategies for emotion regulation,2023-10-24,erica
233,Topic_16,"entire, recommendation, session, attend, overthinke, attention, change, keep, futre, anxiety, time, self, full, family, deescalate, loss, holiday, step, situation, grief",limeade,Topic_42,sleep tips,2023-07-24,lily
98,Topic_16,"entire, recommendation, session, attend, overthinke, attention, change, keep, futre, anxiety, time, self, full, family, deescalate, loss, holiday, step, situation, grief",yes yes none,Topic_35,strategies for emotion regulation,2023-10-24,erica
367,Topic_16,"entire, recommendation, session, attend, overthinke, attention, change, keep, futre, anxiety, time, self, full, family, deescalate, loss, holiday, step, situation, grief",money,Topic_32,managing caregiver burnout,2023-10-12,lily
77,Topic_16,"entire, recommendation, session, attend, overthinke, attention, change, keep, futre, anxiety, time, self, full, family, deescalate, loss, holiday, step, situation, grief",the topic interested me.,Topic_23,improving our relationships,2023-10-09,erica
272,Topic_16,"entire, recommendation, session, attend, overthinke, attention, change, keep, futre, anxiety, time, self, full, family, deescalate, loss, holiday, step, situation, grief",topic techniques,Topic_49,bringing down emotions,2023-08-25,lily
29,Topic_16,"entire, recommendation, session, attend, overthinke, attention, change, keep, futre, anxiety, time, self, full, family, deescalate, loss, holiday, step, situation, grief",interest,Topic_25,coping with grief and loss,2023-07-13,erica
76,Topic_16,"entire, recommendation, session, attend, overthinke, attention, change, keep, futre, anxiety, time, self, full, family, deescalate, loss, holiday, step, situation, grief",topic strategies,Topic_17,improving our relationships,2023-10-09,erica
230,Topic_16,"entire, recommendation, session, attend, overthinke, attention, change, keep, futre, anxiety, time, self, full, family, deescalate, loss, holiday, step, situation, grief",self esteem,Topic_46,sleep tips,2023-07-24,lily
76,Topic_17,"tip, strategy, care, other, emotion, know, need, self, hone, practice, quick, helpful, pause, mother, experience, evolve, new, physiological, already, feel",topic strategies,Topic_17,improving our relationships,2023-10-09,erica
278,Topic_17,"tip, strategy, care, other, emotion, know, need, self, hone, practice, quick, helpful, pause, mother, experience, evolve, new, physiological, already, feel",,Topic_0,bringing down emotions,2023-08-25,lily
333,Topic_17,"tip, strategy, care, other, emotion, know, need, self, hone, practice, quick, helpful, pause, mother, experience, evolve, new, physiological, already, feel",the topic all nothing,Topic_0,connecting with other people,2023-09-25,lily
350,Topic_17,"tip, strategy, care, other, emotion, know, need, self, hone, practice, quick, helpful, pause, mother, experience, evolve, new, physiological, already, feel",no no,Topic_0,promoting connection to your partner,2023-10-03,lily
1,Topic_17,"tip, strategy, care, other, emotion, know, need, self, hone, practice, quick, helpful, pause, mother, experience, evolve, new, physiological, already, feel",the topic,Topic_0,staying effective when burned out,2023-06-14,erica
405,Topic_17,"tip, strategy, care, other, emotion, know, need, self, hone, practice, quick, helpful, pause, mother, experience, evolve, new, physiological, already, feel",very motivated,Topic_0,coping with recent or ongoing trauma,2024-01-11,lily
114,Topic_17,"tip, strategy, care, other, emotion, know, need, self, hone, practice, quick, helpful, pause, mother, experience, evolve, new, physiological, already, feel",topic and timing,Topic_0,discovering a positive relationship with yourself,2023-10-30,erica
100,Topic_17,"tip, strategy, care, other, emotion, know, need, self, hone, practice, quick, helpful, pause, mother, experience, evolve, new, physiological, already, feel",interest limeadeone app nothing,Topic_0,strategies for emotion regulation,2023-10-24,erica
233,Topic_17,"tip, strategy, care, other, emotion, know, need, self, hone, practice, quick, helpful, pause, mother, experience, evolve, new, physiological, already, feel",limeade,Topic_42,sleep tips,2023-07-24,lily
98,Topic_17,"tip, strategy, care, other, emotion, know, need, self, hone, practice, quick, helpful, pause, mother, experience, evolve, new, physiological, already, feel",yes yes none,Topic_35,strategies for emotion regulation,2023-10-24,erica
367,Topic_17,"tip, strategy, care, other, emotion, know, need, self, hone, practice, quick, helpful, pause, mother, experience, evolve, new, physiological, already, feel",money,Topic_32,managing caregiver burnout,2023-10-12,lily
77,Topic_17,"tip, strategy, care, other, emotion, know, need, self, hone, practice, quick, helpful, pause, mother, experience, evolve, new, physiological, already, feel",the topic interested me.,Topic_23,improving our relationships,2023-10-09,erica
272,Topic_17,"tip, strategy, care, other, emotion, know, need, self, hone, practice, quick, helpful, pause, mother, experience, evolve, new, physiological, already, feel",topic techniques,Topic_49,bringing down emotions,2023-08-25,lily
29,Topic_17,"tip, strategy, care, other, emotion, know, need, self, hone, practice, quick, helpful, pause, mother, experience, evolve, new, physiological, already, feel",interest,Topic_25,coping with grief and loss,2023-07-13,erica
230,Topic_17,"tip, strategy, care, other, emotion, know, need, self, hone, practice, quick, helpful, pause, mother, experience, evolve, new, physiological, already, feel",self esteem,Topic_46,sleep tips,2023-07-24,lily
278,Topic_18,"friend, find, people, present, make, plan, keep, sound, deal, applicable, communication, asleep, relaxation, consistently, info, skill, grace, helpful, sure, discuss",,Topic_0,bringing down emotions,2023-08-25,lily
333,Topic_18,"friend, find, people, present, make, plan, keep, sound, deal, applicable, communication, asleep, relaxation, consistently, info, skill, grace, helpful, sure, discuss",the topic all nothing,Topic_0,connecting with other people,2023-09-25,lily
1,Topic_18,"friend, find, people, present, make, plan, keep, sound, deal, applicable, communication, asleep, relaxation, consistently, info, skill, grace, helpful, sure, discuss",the topic,Topic_0,staying effective when burned out,2023-06-14,erica
350,Topic_18,"friend, find, people, present, make, plan, keep, sound, deal, applicable, communication, asleep, relaxation, consistently, info, skill, grace, helpful, sure, discuss",no no,Topic_0,promoting connection to your partner,2023-10-03,lily
405,Topic_18,"friend, find, people, present, make, plan, keep, sound, deal, applicable, communication, asleep, relaxation, consistently, info, skill, grace, helpful, sure, discuss",very motivated,Topic_0,coping with recent or ongoing trauma,2024-01-11,lily
114,Topic_18,"friend, find, people, present, make, plan, keep, sound, deal, applicable, communication, asleep, relaxation, consistently, info, skill, grace, helpful, sure, discuss",topic and timing,Topic_0,discovering a positive relationship with yourself,2023-10-30,erica
100,Topic_18,"friend, find, people, present, make, plan, keep, sound, deal, applicable, communication, asleep, relaxation, consistently, info, skill, grace, helpful, sure, discuss",interest limeadeone app nothing,Topic_0,strategies for emotion regulation,2023-10-24,erica
233,Topic_18,"friend, find, people, present, make, plan, keep, sound, deal, applicable, communication, asleep, relaxation, consistently, info, skill, grace, helpful, sure, discuss",limeade,Topic_42,sleep tips,2023-07-24,lily
98,Topic_18,"friend, find, people, present, make, plan, keep, sound, deal, applicable, communication, asleep, relaxation, consistently, info, skill, grace, helpful, sure, discuss",yes yes none,Topic_35,strategies for emotion regulation,2023-10-24,erica
367,Topic_18,"friend, find, people, present, make, plan, keep, sound, deal, applicable, communication, asleep, relaxation, consistently, info, skill, grace, helpful, sure, discuss",money,Topic_32,managing caregiver burnout,2023-10-12,lily
77,Topic_18,"friend, find, people, present, make, plan, keep, sound, deal, applicable, communication, asleep, relaxation, consistently, info, skill, grace, helpful, sure, discuss",the topic interested me.,Topic_23,improving our relationships,2023-10-09,erica
272,Topic_18,"friend, find, people, present, make, plan, keep, sound, deal, applicable, communication, asleep, relaxation, consistently, info, skill, grace, helpful, sure, discuss",topic techniques,Topic_49,bringing down emotions,2023-08-25,lily
29,Topic_18,"friend, find, people, present, make, plan, keep, sound, deal, applicable, communication, asleep, relaxation, consistently, info, skill, grace, helpful, sure, discuss",interest,Topic_25,coping with grief and loss,2023-07-13,erica
76,Topic_18,"friend, find, people, present, make, plan, keep, sound, deal, applicable, communication, asleep, relaxation, consistently, info, skill, grace, helpful, sure, discuss",topic strategies,Topic_17,improving our relationships,2023-10-09,erica
230,Topic_18,"friend, find, people, present, make, plan, keep, sound, deal, applicable, communication, asleep, relaxation, consistently, info, skill, grace, helpful, sure, discuss",self esteem,Topic_46,sleep tips,2023-07-24,lily
278,Topic_19,"grief, make, cope, excuse, post, support, need, involve, recognize, illness, apply, information, person, step, practical, stop, cancer, long, work, personal",,Topic_0,bringing down emotions,2023-08-25,lily
333,Topic_19,"grief, make, cope, excuse, post, support, need, involve, recognize, illness, apply, information, person, step, practical, stop, cancer, long, work, personal",the topic all nothing,Topic_0,connecting with other people,2023-09-25,lily
1,Topic_19,"grief, make, cope, excuse, post, support, need, involve, recognize, illness, apply, information, person, step, practical, stop, cancer, long, work, personal",the topic,Topic_0,staying effective when burned out,2023-06-14,erica
350,Topic_19,"grief, make, cope, excuse, post, support, need, involve, recognize, illness, apply, information, person, step, practical, stop, cancer, long, work, personal",no no,Topic_0,promoting connection to your partner,2023-10-03,lily
405,Topic_19,"grief, make, cope, excuse, post, support, need, involve, recognize, illness, apply, information, person, step, practical, stop, cancer, long, work, personal",very motivated,Topic_0,coping with recent or ongoing trauma,2024-01-11,lily
114,Topic_19,"grief, make, cope, excuse, post, support, need, involve, recognize, illness, apply, information, person, step, practical, stop, cancer, long, work, personal",topic and timing,Topic_0,discovering a positive relationship with yourself,2023-10-30,erica
100,Topic_19,"grief, make, cope, excuse, post, support, need, involve, recognize, illness, apply, information, person, step, practical, stop, cancer, long, work, personal",interest limeadeone app nothing,Topic_0,strategies for emotion regulation,2023-10-24,erica
233,Topic_19,"grief, make, cope, excuse, post, support, need, involve, recognize, illness, apply, information, person, step, practical, stop, cancer, long, work, personal",limeade,Topic_42,sleep tips,2023-07-24,lily
98,Topic_19,"grief, make, cope, excuse, post, support, need, involve, recognize, illness, apply, information, person, step, practical, stop, cancer, long, work, personal",yes yes none,Topic_35,strategies for emotion regulation,2023-10-24,erica
367,Topic_19,"grief, make, cope, excuse, post, support, need, involve, recognize, illness, apply, information, person, step, practical, stop, cancer, long, work, personal",money,Topic_32,managing caregiver burnout,2023-10-12,lily
77,Topic_19,"grief, make, cope, excuse, post, support, need, involve, recognize, illness, apply, information, person, step, practical, stop, cancer, long, work, personal",the topic interested me.,Topic_23,improving our relationships,2023-10-09,erica
272,Topic_19,"grief, make, cope, excuse, post, support, need, involve, recognize, illness, apply, information, person, step, practical, stop, cancer, long, work, personal",topic techniques,Topic_49,bringing down emotions,2023-08-25,lily
29,Topic_19,"grief, make, cope, excuse, post, support, need, involve, recognize, illness, apply, information, person, step, practical, stop, cancer, long, work, personal",interest,Topic_25,coping with grief and loss,2023-07-13,erica
76,Topic_19,"grief, make, cope, excuse, post, support, need, involve, recognize, illness, apply, information, person, step, practical, stop, cancer, long, work, personal",topic strategies,Topic_17,improving our relationships,2023-10-09,erica
230,Topic_19,"grief, make, cope, excuse, post, support, need, involve, recognize, illness, apply, information, person, step, practical, stop, cancer, long, work, personal",self esteem,Topic_46,sleep tips,2023-07-24,lily
278,Topic_20,"session, apply, mindfulness, present, emotional, time, technique, think, communication, ask, excellent, self, compassion, expand, open, experience, learning, caregiver, like, intelligence",,Topic_0,bringing down emotions,2023-08-25,lily
333,Topic_20,"session, apply, mindfulness, present, emotional, time, technique, think, communication, ask, excellent, self, compassion, expand, open, experience, learning, caregiver, like, intelligence",the topic all nothing,Topic_0,connecting with other people,2023-09-25,lily
1,Topic_20,"session, apply, mindfulness, present, emotional, time, technique, think, communication, ask, excellent, self, compassion, expand, open, experience, learning, caregiver, like, intelligence",the topic,Topic_0,staying effective when burned out,2023-06-14,erica
350,Topic_20,"session, apply, mindfulness, present, emotional, time, technique, think, communication, ask, excellent, self, compassion, expand, open, experience, learning, caregiver, like, intelligence",no no,Topic_0,promoting connection to your partner,2023-10-03,lily
405,Topic_20,"session, apply, mindfulness, present, emotional, time, technique, think, communication, ask, excellent, self, compassion, expand, open, experience, learning, caregiver, like, intelligence",very motivated,Topic_0,coping with recent or ongoing trauma,2024-01-11,lily
114,Topic_20,"session, apply, mindfulness, present, emotional, time, technique, think, communication, ask, excellent, self, compassion, expand, open, experience, learning, caregiver, like, intelligence",topic and timing,Topic_0,discovering a positive relationship with yourself,2023-10-30,erica
100,Topic_20,"session, apply, mindfulness, present, emotional, time, technique, think, communication, ask, excellent, self, compassion, expand, open, experience, learning, caregiver, like, intelligence",interest limeadeone app nothing,Topic_0,strategies for emotion regulation,2023-10-24,erica
233,Topic_20,"session, apply, mindfulness, present, emotional, time, technique, think, communication, ask, excellent, self, compassion, expand, open, experience, learning, caregiver, like, intelligence",limeade,Topic_42,sleep tips,2023-07-24,lily
98,Topic_20,"session, apply, mindfulness, present, emotional, time, technique, think, communication, ask, excellent, self, compassion, expand, open, experience, learning, caregiver, like, intelligence",yes yes none,Topic_35,strategies for emotion regulation,2023-10-24,erica
367,Topic_20,"session, apply, mindfulness, present, emotional, time, technique, think, communication, ask, excellent, self, compassion, expand, open, experience, learning, caregiver, like, intelligence",money,Topic_32,managing caregiver burnout,2023-10-12,lily
77,Topic_20,"session, apply, mindfulness, present, emotional, time, technique, think, communication, ask, excellent, self, compassion, expand, open, experience, learning, caregiver, like, intelligence",the topic interested me.,Topic_23,improving our relationships,2023-10-09,erica
