,topic_id,topic_top_words,resp_concat_text,dominant_topic,session_date
330,Topic_9,"work, life, time, topic, habit, sleep, balance, say, understand, interest, tip, matter, attend, option, year, feel, learn, other, presentation, example",the topic presentation was sent to us,Topic_9,2023-09-25
234,Topic_9,"work, life, time, topic, habit, sleep, balance, say, understand, interest, tip, matter, attend, option, year, feel, learn, other, presentation, example",i wake up feeling tired,Topic_9,2023-07-24
29,Topic_9,"work, life, time, topic, habit, sleep, balance, say, understand, interest, tip, matter, attend, option, year, feel, learn, other, presentation, example",interest,Topic_9,2023-07-13
299,Topic_9,"work, life, time, topic, habit, sleep, balance, say, understand, interest, tip, matter, attend, option, year, feel, learn, other, presentation, example",grief - to better understand my feelings,Topic_14,2023-08-30
425,Topic_9,"work, life, time, topic, habit, sleep, balance, say, understand, interest, tip, matter, attend, option, year, feel, learn, other, presentation, example",,Topic_0,2024-02-15
350,Topic_9,"work, life, time, topic, habit, sleep, balance, say, understand, interest, tip, matter, attend, option, year, feel, learn, other, presentation, example",no no,Topic_0,2023-10-03
100,Topic_9,"work, life, time, topic, habit, sleep, balance, say, understand, interest, tip, matter, attend, option, year, feel, learn, other, presentation, example",interest limeadeone app nothing,Topic_0,2023-10-24
367,Topic_9,"work, life, time, topic, habit, sleep, balance, say, understand, interest, tip, matter, attend, option, year, feel, learn, other, presentation, example",money,Topic_8,2023-10-12
405,Topic_9,"work, life, time, topic, habit, sleep, balance, say, understand, interest, tip, matter, attend, option, year, feel, learn, other, presentation, example",very motivated,Topic_13,2024-01-11
233,Topic_9,"work, life, time, topic, habit, sleep, balance, say, understand, interest, tip, matter, attend, option, year, feel, learn, other, presentation, example",limeade,Topic_7,2023-07-24
98,Topic_9,"work, life, time, topic, habit, sleep, balance, say, understand, interest, tip, matter, attend, option, year, feel, learn, other, presentation, example",yes yes none,Topic_5,2023-10-24
0,Topic_9,"work, life, time, topic, habit, sleep, balance, say, understand, interest, tip, matter, attend, option, year, feel, learn, other, presentation, example",stress all,Topic_11,2023-06-14
1,Topic_9,"work, life, time, topic, habit, sleep, balance, say, understand, interest, tip, matter, attend, option, year, feel, learn, other, presentation, example",the topic,Topic_15,2023-06-14
333,Topic_9,"work, life, time, topic, habit, sleep, balance, say, understand, interest, tip, matter, attend, option, year, feel, learn, other, presentation, example",the topic all nothing,Topic_15,2023-09-25
21,Topic_10,"change, work, help, session, time, need, stress, look, post, step, ask, strategy, life, compassion, burn, link, cobalt, find, use, advice",loss of parents i could not attend,Topic_10,2023-07-13
120,Topic_10,"change, work, help, session, time, need, stress, look, post, step, ask, strategy, life, compassion, burn, link, cobalt, find, use, advice",family stress over the holidays  i would not change anything,Topic_12,2023-11-09
425,Topic_10,"change, work, help, session, time, need, stress, look, post, step, ask, strategy, life, compassion, burn, link, cobalt, find, use, advice",,Topic_0,2024-02-15
350,Topic_10,"change, work, help, session, time, need, stress, look, post, step, ask, strategy, life, compassion, burn, link, cobalt, find, use, advice",no no,Topic_0,2023-10-03
100,Topic_10,"change, work, help, session, time, need, stress, look, post, step, ask, strategy, life, compassion, burn, link, cobalt, find, use, advice",interest limeadeone app nothing,Topic_0,2023-10-24
367,Topic_10,"change, work, help, session, time, need, stress, look, post, step, ask, strategy, life, compassion, burn, link, cobalt, find, use, advice",money,Topic_8,2023-10-12
405,Topic_10,"change, work, help, session, time, need, stress, look, post, step, ask, strategy, life, compassion, burn, link, cobalt, find, use, advice",very motivated,Topic_13,2024-01-11
233,Topic_10,"change, work, help, session, time, need, stress, look, post, step, ask, strategy, life, compassion, burn, link, cobalt, find, use, advice",limeade,Topic_7,2023-07-24
98,Topic_10,"change, work, help, session, time, need, stress, look, post, step, ask, strategy, life, compassion, burn, link, cobalt, find, use, advice",yes yes none,Topic_5,2023-10-24
29,Topic_10,"change, work, help, session, time, need, stress, look, post, step, ask, strategy, life, compassion, burn, link, cobalt, find, use, advice",interest,Topic_9,2023-07-13
0,Topic_10,"change, work, help, session, time, need, stress, look, post, step, ask, strategy, life, compassion, burn, link, cobalt, find, use, advice",stress all,Topic_11,2023-06-14
1,Topic_10,"change, work, help, session, time, need, stress, look, post, step, ask, strategy, life, compassion, burn, link, cobalt, find, use, advice",the topic,Topic_15,2023-06-14
333,Topic_10,"change, work, help, session, time, need, stress, look, post, step, ask, strategy, life, compassion, burn, link, cobalt, find, use, advice",the topic all nothing,Topic_15,2023-09-25
148,Topic_10,"change, work, help, session, time, need, stress, look, post, step, ask, strategy, life, compassion, burn, link, cobalt, find, use, advice",winter is rough for me,Topic_15,2024-01-09
344,Topic_10,"change, work, help, session, time, need, stress, look, post, step, ask, strategy, life, compassion, burn, link, cobalt, find, use, advice","mom and brother 4x4 3,3,3",Topic_8,2023-10-02
304,Topic_11,"stress, work, think, management, way, time, find, want, relationship, join, define, unfinished, like, value, identify, avenue, go, business, topic, relevant",lack of time management everything! nothing,Topic_11,2023-09-12
224,Topic_11,"stress, work, think, management, way, time, find, want, relationship, join, define, unfinished, like, value, identify, avenue, go, business, topic, relevant",desire to improve relationships,Topic_11,2023-07-20
0,Topic_11,"stress, work, think, management, way, time, find, want, relationship, join, define, unfinished, like, value, identify, avenue, go, business, topic, relevant",stress all,Topic_11,2023-06-14
353,Topic_11,"stress, work, think, management, way, time, find, want, relationship, join, define, unfinished, like, value, identify, avenue, go, business, topic, relevant","to learn the community  romantic relationship, race in america",Topic_8,2023-10-12
276,Topic_11,"stress, work, think, management, way, time, find, want, relationship, join, define, unfinished, like, value, identify, avenue, go, business, topic, relevant",,Topic_0,2023-08-25
350,Topic_11,"stress, work, think, management, way, time, find, want, relationship, join, define, unfinished, like, value, identify, avenue, go, business, topic, relevant",no no,Topic_0,2023-10-03
100,Topic_11,"stress, work, think, management, way, time, find, want, relationship, join, define, unfinished, like, value, identify, avenue, go, business, topic, relevant",interest limeadeone app nothing,Topic_0,2023-10-24
367,Topic_11,"stress, work, think, management, way, time, find, want, relationship, join, define, unfinished, like, value, identify, avenue, go, business, topic, relevant",money,Topic_8,2023-10-12
405,Topic_11,"stress, work, think, management, way, time, find, want, relationship, join, define, unfinished, like, value, identify, avenue, go, business, topic, relevant",very motivated,Topic_13,2024-01-11
233,Topic_11,"stress, work, think, management, way, time, find, want, relationship, join, define, unfinished, like, value, identify, avenue, go, business, topic, relevant",limeade,Topic_7,2023-07-24
98,Topic_11,"stress, work, think, management, way, time, find, want, relationship, join, define, unfinished, like, value, identify, avenue, go, business, topic, relevant",yes yes none,Topic_5,2023-10-24
29,Topic_11,"stress, work, think, management, way, time, find, want, relationship, join, define, unfinished, like, value, identify, avenue, go, business, topic, relevant",interest,Topic_9,2023-07-13
1,Topic_11,"stress, work, think, management, way, time, find, want, relationship, join, define, unfinished, like, value, identify, avenue, go, business, topic, relevant",the topic,Topic_15,2023-06-14
333,Topic_11,"stress, work, think, management, way, time, find, want, relationship, join, define, unfinished, like, value, identify, avenue, go, business, topic, relevant",the topic all nothing,Topic_15,2023-09-25
148,Topic_11,"stress, work, think, management, way, time, find, want, relationship, join, define, unfinished, like, value, identify, avenue, go, business, topic, relevant",winter is rough for me,Topic_15,2024-01-09
17,Topic_12,"stress, cope, learn, tip, tool, grief, think, time, minimize, anxiety, listen, presentation, technique, holiday, helpful, feel, know, stop, help, communication",to learn about grief steps of grief,Topic_12,2023-07-13
235,Topic_12,"stress, cope, learn, tip, tool, grief, think, time, minimize, anxiety, listen, presentation, technique, holiday, helpful, feel, know, stop, help, communication",coping mechanisms,Topic_12,2023-07-24
120,Topic_12,"stress, cope, learn, tip, tool, grief, think, time, minimize, anxiety, listen, presentation, technique, holiday, helpful, feel, know, stop, help, communication",family stress over the holidays  i would not change anything,Topic_12,2023-11-09
30,Topic_12,"stress, cope, learn, tip, tool, grief, think, time, minimize, anxiety, listen, presentation, technique, holiday, helpful, feel, know, stop, help, communication",the topic improved understanding of grief,Topic_12,2023-07-13
425,Topic_12,"stress, cope, learn, tip, tool, grief, think, time, minimize, anxiety, listen, presentation, technique, holiday, helpful, feel, know, stop, help, communication",,Topic_0,2024-02-15
350,Topic_12,"stress, cope, learn, tip, tool, grief, think, time, minimize, anxiety, listen, presentation, technique, holiday, helpful, feel, know, stop, help, communication",no no,Topic_0,2023-10-03
100,Topic_12,"stress, cope, learn, tip, tool, grief, think, time, minimize, anxiety, listen, presentation, technique, holiday, helpful, feel, know, stop, help, communication",interest limeadeone app nothing,Topic_0,2023-10-24
367,Topic_12,"stress, cope, learn, tip, tool, grief, think, time, minimize, anxiety, listen, presentation, technique, holiday, helpful, feel, know, stop, help, communication",money,Topic_8,2023-10-12
405,Topic_12,"stress, cope, learn, tip, tool, grief, think, time, minimize, anxiety, listen, presentation, technique, holiday, helpful, feel, know, stop, help, communication",very motivated,Topic_13,2024-01-11
233,Topic_12,"stress, cope, learn, tip, tool, grief, think, time, minimize, anxiety, listen, presentation, technique, holiday, helpful, feel, know, stop, help, communication",limeade,Topic_7,2023-07-24
98,Topic_12,"stress, cope, learn, tip, tool, grief, think, time, minimize, anxiety, listen, presentation, technique, holiday, helpful, feel, know, stop, help, communication",yes yes none,Topic_5,2023-10-24
29,Topic_12,"stress, cope, learn, tip, tool, grief, think, time, minimize, anxiety, listen, presentation, technique, holiday, helpful, feel, know, stop, help, communication",interest,Topic_9,2023-07-13
0,Topic_12,"stress, cope, learn, tip, tool, grief, think, time, minimize, anxiety, listen, presentation, technique, holiday, helpful, feel, know, stop, help, communication",stress all,Topic_11,2023-06-14
1,Topic_12,"stress, cope, learn, tip, tool, grief, think, time, minimize, anxiety, listen, presentation, technique, holiday, helpful, feel, know, stop, help, communication",the topic,Topic_15,2023-06-14
333,Topic_12,"stress, cope, learn, tip, tool, grief, think, time, minimize, anxiety, listen, presentation, technique, holiday, helpful, feel, know, stop, help, communication",the topic all nothing,Topic_15,2023-09-25
207,Topic_13,"parenting, relevant, knowledge, belief, decision, chronic, support, learn, effective, single, tip, mother, communication, care, new, make, family, need, love, grief",just to learn knowledge,Topic_13,2023-07-20
405,Topic_13,"parenting, relevant, knowledge, belief, decision, chronic, support, learn, effective, single, tip, mother, communication, care, new, make, family, need, love, grief",very motivated,Topic_13,2024-01-11
143,Topic_13,"parenting, relevant, knowledge, belief, decision, chronic, support, learn, effective, single, tip, mother, communication, care, new, make, family, need, love, grief",topic is relevant for my family,Topic_13,2023-12-19
392,Topic_13,"parenting, relevant, knowledge, belief, decision, chronic, support, learn, effective, single, tip, mother, communication, care, new, make, family, need, love, grief",the title of the session dear man,Topic_5,2023-12-05
425,Topic_13,"parenting, relevant, knowledge, belief, decision, chronic, support, learn, effective, single, tip, mother, communication, care, new, make, family, need, love, grief",,Topic_0,2024-02-15
350,Topic_13,"parenting, relevant, knowledge, belief, decision, chronic, support, learn, effective, single, tip, mother, communication, care, new, make, family, need, love, grief",no no,Topic_0,2023-10-03
100,Topic_13,"parenting, relevant, knowledge, belief, decision, chronic, support, learn, effective, single, tip, mother, communication, care, new, make, family, need, love, grief",interest limeadeone app nothing,Topic_0,2023-10-24
367,Topic_13,"parenting, relevant, knowledge, belief, decision, chronic, support, learn, effective, single, tip, mother, communication, care, new, make, family, need, love, grief",money,Topic_8,2023-10-12
233,Topic_13,"parenting, relevant, knowledge, belief, decision, chronic, support, learn, effective, single, tip, mother, communication, care, new, make, family, need, love, grief",limeade,Topic_7,2023-07-24
98,Topic_13,"parenting, relevant, knowledge, belief, decision, chronic, support, learn, effective, single, tip, mother, communication, care, new, make, family, need, love, grief",yes yes none,Topic_5,2023-10-24
29,Topic_13,"parenting, relevant, knowledge, belief, decision, chronic, support, learn, effective, single, tip, mother, communication, care, new, make, family, need, love, grief",interest,Topic_9,2023-07-13
0,Topic_13,"parenting, relevant, knowledge, belief, decision, chronic, support, learn, effective, single, tip, mother, communication, care, new, make, family, need, love, grief",stress all,Topic_11,2023-06-14
1,Topic_13,"parenting, relevant, knowledge, belief, decision, chronic, support, learn, effective, single, tip, mother, communication, care, new, make, family, need, love, grief",the topic,Topic_15,2023-06-14
333,Topic_13,"parenting, relevant, knowledge, belief, decision, chronic, support, learn, effective, single, tip, mother, communication, care, new, make, family, need, love, grief",the topic all nothing,Topic_15,2023-09-25
148,Topic_13,"parenting, relevant, knowledge, belief, decision, chronic, support, learn, effective, single, tip, mother, communication, care, new, make, family, need, love, grief",winter is rough for me,Topic_15,2024-01-09
118,Topic_14,"well, topic, life, personal, offer, care, family, long, grief, new, step, interesting, skill, make, conversation, work, health, learn, navigate, session",work on myself the different steps to do,Topic_14,2023-10-30
46,Topic_14,"well, topic, life, personal, offer, care, family, long, grief, new, step, interesting, skill, make, conversation, work, health, learn, navigate, session",personal growth savoring,Topic_14,2023-08-17
13,Topic_14,"well, topic, life, personal, offer, care, family, long, grief, new, step, interesting, skill, make, conversation, work, health, learn, navigate, session","the recent death of my son on june 20, 29023 yes nothing",Topic_14,2023-07-13
242,Topic_14,"well, topic, life, personal, offer, care, family, long, grief, new, step, interesting, skill, make, conversation, work, health, learn, navigate, session",elder care,Topic_14,2023-07-24
135,Topic_14,"well, topic, life, personal, offer, care, family, long, grief, new, step, interesting, skill, make, conversation, work, health, learn, navigate, session","curiosity, stress and health issues",Topic_14,2023-12-05
299,Topic_14,"well, topic, life, personal, offer, care, family, long, grief, new, step, interesting, skill, make, conversation, work, health, learn, navigate, session",grief - to better understand my feelings,Topic_14,2023-08-30
246,Topic_14,"well, topic, life, personal, offer, care, family, long, grief, new, step, interesting, skill, make, conversation, work, health, learn, navigate, session",,Topic_0,2023-07-24
350,Topic_14,"well, topic, life, personal, offer, care, family, long, grief, new, step, interesting, skill, make, conversation, work, health, learn, navigate, session",no no,Topic_0,2023-10-03
100,Topic_14,"well, topic, life, personal, offer, care, family, long, grief, new, step, interesting, skill, make, conversation, work, health, learn, navigate, session",interest limeadeone app nothing,Topic_0,2023-10-24
367,Topic_14,"well, topic, life, personal, offer, care, family, long, grief, new, step, interesting, skill, make, conversation, work, health, learn, navigate, session",money,Topic_8,2023-10-12
405,Topic_14,"well, topic, life, personal, offer, care, family, long, grief, new, step, interesting, skill, make, conversation, work, health, learn, navigate, session",very motivated,Topic_13,2024-01-11
233,Topic_14,"well, topic, life, personal, offer, care, family, long, grief, new, step, interesting, skill, make, conversation, work, health, learn, navigate, session",limeade,Topic_7,2023-07-24
98,Topic_14,"well, topic, life, personal, offer, care, family, long, grief, new, step, interesting, skill, make, conversation, work, health, learn, navigate, session",yes yes none,Topic_5,2023-10-24
29,Topic_14,"well, topic, life, personal, offer, care, family, long, grief, new, step, interesting, skill, make, conversation, work, health, learn, navigate, session",interest,Topic_9,2023-07-13
0,Topic_14,"well, topic, life, personal, offer, care, family, long, grief, new, step, interesting, skill, make, conversation, work, health, learn, navigate, session",stress all,Topic_11,2023-06-14
38,Topic_15,"topic, relate, strategy, time, work, session, interaction, new, see, improve, recommendation, personal, life, give, tip, good, relevant, perspective, need, help",topic relevant topic relevant,Topic_15,2023-08-08
105,Topic_15,"topic, relate, strategy, time, work, session, interaction, new, see, improve, recommendation, personal, life, give, tip, good, relevant, perspective, need, help",topic stop a recording,Topic_15,2023-10-24
87,Topic_15,"topic, relate, strategy, time, work, session, interaction, new, see, improve, recommendation, personal, life, give, tip, good, relevant, perspective, need, help",topic of interest prioritizing nothing,Topic_15,2023-10-17
76,Topic_15,"topic, relate, strategy, time, work, session, interaction, new, see, improve, recommendation, personal, life, give, tip, good, relevant, perspective, need, help",topic strategies,Topic_15,2023-10-09
77,Topic_15,"topic, relate, strategy, time, work, session, interaction, new, see, improve, recommendation, personal, life, give, tip, good, relevant, perspective, need, help",the topic interested me.,Topic_15,2023-10-09
148,Topic_15,"topic, relate, strategy, time, work, session, interaction, new, see, improve, recommendation, personal, life, give, tip, good, relevant, perspective, need, help",winter is rough for me,Topic_15,2024-01-09
333,Topic_15,"topic, relate, strategy, time, work, session, interaction, new, see, improve, recommendation, personal, life, give, tip, good, relevant, perspective, need, help",the topic all nothing,Topic_15,2023-09-25
1,Topic_15,"topic, relate, strategy, time, work, session, interaction, new, see, improve, recommendation, personal, life, give, tip, good, relevant, perspective, need, help",the topic,Topic_15,2023-06-14
143,Topic_15,"topic, relate, strategy, time, work, session, interaction, new, see, improve, recommendation, personal, life, give, tip, good, relevant, perspective, need, help",topic is relevant for my family,Topic_13,2023-12-19
30,Topic_15,"topic, relate, strategy, time, work, session, interaction, new, see, improve, recommendation, personal, life, give, tip, good, relevant, perspective, need, help",the topic improved understanding of grief,Topic_12,2023-07-13
327,Topic_15,"topic, relate, strategy, time, work, session, interaction, new, see, improve, recommendation, personal, life, give, tip, good, relevant, perspective, need, help",,Topic_0,2023-09-25
100,Topic_15,"topic, relate, strategy, time, work, session, interaction, new, see, improve, recommendation, personal, life, give, tip, good, relevant, perspective, need, help",interest limeadeone app nothing,Topic_0,2023-10-24
350,Topic_15,"topic, relate, strategy, time, work, session, interaction, new, see, improve, recommendation, personal, life, give, tip, good, relevant, perspective, need, help",no no,Topic_0,2023-10-03
367,Topic_15,"topic, relate, strategy, time, work, session, interaction, new, see, improve, recommendation, personal, life, give, tip, good, relevant, perspective, need, help",money,Topic_8,2023-10-12
405,Topic_15,"topic, relate, strategy, time, work, session, interaction, new, see, improve, recommendation, personal, life, give, tip, good, relevant, perspective, need, help",very motivated,Topic_13,2024-01-11
131,Topic_16,"time, recommendation, session, need, self, information, communicate, way, know, long, topic, work, stress, think, new, life, make, care, calendar, love",reflection time time for comments,Topic_16,2023-11-29
50,Topic_16,"time, recommendation, session, need, self, information, communicate, way, know, long, topic, work, stress, think, new, life, make, care, calendar, love",i am birthing mom whole session nothing,Topic_16,2023-08-22
6,Topic_16,"time, recommendation, session, need, self, information, communicate, way, know, long, topic, work, stress, think, new, life, make, care, calendar, love",the content was interesting and could be applicable to my life.,Topic_16,2023-07-06
95,Topic_16,"time, recommendation, session, need, self, information, communicate, way, know, long, topic, work, stress, think, new, life, make, care, calendar, love",self care needs,Topic_16,2023-10-17
425,Topic_16,"time, recommendation, session, need, self, information, communicate, way, know, long, topic, work, stress, think, new, life, make, care, calendar, love",,Topic_0,2024-02-15
350,Topic_16,"time, recommendation, session, need, self, information, communicate, way, know, long, topic, work, stress, think, new, life, make, care, calendar, love",no no,Topic_0,2023-10-03
100,Topic_16,"time, recommendation, session, need, self, information, communicate, way, know, long, topic, work, stress, think, new, life, make, care, calendar, love",interest limeadeone app nothing,Topic_0,2023-10-24
367,Topic_16,"time, recommendation, session, need, self, information, communicate, way, know, long, topic, work, stress, think, new, life, make, care, calendar, love",money,Topic_8,2023-10-12
405,Topic_16,"time, recommendation, session, need, self, information, communicate, way, know, long, topic, work, stress, think, new, life, make, care, calendar, love",very motivated,Topic_13,2024-01-11
233,Topic_16,"time, recommendation, session, need, self, information, communicate, way, know, long, topic, work, stress, think, new, life, make, care, calendar, love",limeade,Topic_7,2023-07-24
98,Topic_16,"time, recommendation, session, need, self, information, communicate, way, know, long, topic, work, stress, think, new, life, make, care, calendar, love",yes yes none,Topic_5,2023-10-24
29,Topic_16,"time, recommendation, session, need, self, information, communicate, way, know, long, topic, work, stress, think, new, life, make, care, calendar, love",interest,Topic_9,2023-07-13
0,Topic_16,"time, recommendation, session, need, self, information, communicate, way, know, long, topic, work, stress, think, new, life, make, care, calendar, love",stress all,Topic_11,2023-06-14
1,Topic_16,"time, recommendation, session, need, self, information, communicate, way, know, long, topic, work, stress, think, new, life, make, care, calendar, love",the topic,Topic_15,2023-06-14
333,Topic_16,"time, recommendation, session, need, self, information, communicate, way, know, long, topic, work, stress, think, new, life, make, care, calendar, love",the topic all nothing,Topic_15,2023-09-25
171,Topic_17,"feel, find, go, hear, social, distance, hangout, event, toxic, information, reminder, assessement, suggest, trauma, end, old, last, friendship, get, grief",relationship issues relatable nothing relationships,Topic_17,2024-02-12
55,Topic_17,"feel, find, go, hear, social, distance, hangout, event, toxic, information, reminder, assessement, suggest, trauma, end, old, last, friendship, get, grief",to learn about support resources q&a  mental health,Topic_17,2023-08-22
252,Topic_17,"feel, find, go, hear, social, distance, hangout, event, toxic, information, reminder, assessement, suggest, trauma, end, old, last, friendship, get, grief",the wellfocused resource,Topic_17,2023-08-10
383,Topic_17,"feel, find, go, hear, social, distance, hangout, event, toxic, information, reminder, assessement, suggest, trauma, end, old, last, friendship, get, grief",presenter is relatable pdfs attached before start of meeting,Topic_4,2023-11-21
425,Topic_17,"feel, find, go, hear, social, distance, hangout, event, toxic, information, reminder, assessement, suggest, trauma, end, old, last, friendship, get, grief",,Topic_0,2024-02-15
350,Topic_17,"feel, find, go, hear, social, distance, hangout, event, toxic, information, reminder, assessement, suggest, trauma, end, old, last, friendship, get, grief",no no,Topic_0,2023-10-03
100,Topic_17,"feel, find, go, hear, social, distance, hangout, event, toxic, information, reminder, assessement, suggest, trauma, end, old, last, friendship, get, grief",interest limeadeone app nothing,Topic_0,2023-10-24
367,Topic_17,"feel, find, go, hear, social, distance, hangout, event, toxic, information, reminder, assessement, suggest, trauma, end, old, last, friendship, get, grief",money,Topic_8,2023-10-12
405,Topic_17,"feel, find, go, hear, social, distance, hangout, event, toxic, information, reminder, assessement, suggest, trauma, end, old, last, friendship, get, grief",very motivated,Topic_13,2024-01-11
233,Topic_17,"feel, find, go, hear, social, distance, hangout, event, toxic, information, reminder, assessement, suggest, trauma, end, old, last, friendship, get, grief",limeade,Topic_7,2023-07-24
98,Topic_17,"feel, find, go, hear, social, distance, hangout, event, toxic, information, reminder, assessement, suggest, trauma, end, old, last, friendship, get, grief",yes yes none,Topic_5,2023-10-24
29,Topic_17,"feel, find, go, hear, social, distance, hangout, event, toxic, information, reminder, assessement, suggest, trauma, end, old, last, friendship, get, grief",interest,Topic_9,2023-07-13
0,Topic_17,"feel, find, go, hear, social, distance, hangout, event, toxic, information, reminder, assessement, suggest, trauma, end, old, last, friendship, get, grief",stress all,Topic_11,2023-06-14
1,Topic_17,"feel, find, go, hear, social, distance, hangout, event, toxic, information, reminder, assessement, suggest, trauma, end, old, last, friendship, get, grief",the topic,Topic_15,2023-06-14
333,Topic_17,"feel, find, go, hear, social, distance, hangout, event, toxic, information, reminder, assessement, suggest, trauma, end, old, last, friendship, get, grief",the topic all nothing,Topic_15,2023-09-25
403,Topic_18,"get, sleep, volunteer, topic, stress, good, think, strategy, discuss, want, community, cope, issue, already, skill, need, loss, recent, family, inspiration","dealing with past trauma, getting worse everything! nothing",Topic_18,2024-01-11
206,Topic_18,"get, sleep, volunteer, topic, stress, good, think, strategy, discuss, want, community, cope, issue, already, skill, need, loss, recent, family, inspiration",timely very specific actions proposed,Topic_18,2023-07-20
33,Topic_18,"get, sleep, volunteer, topic, stress, good, think, strategy, discuss, want, community, cope, issue, already, skill, need, loss, recent, family, inspiration",loss of my father tips provided,Topic_19,2023-07-13
425,Topic_18,"get, sleep, volunteer, topic, stress, good, think, strategy, discuss, want, community, cope, issue, already, skill, need, loss, recent, family, inspiration",,Topic_0,2024-02-15
350,Topic_18,"get, sleep, volunteer, topic, stress, good, think, strategy, discuss, want, community, cope, issue, already, skill, need, loss, recent, family, inspiration",no no,Topic_0,2023-10-03
100,Topic_18,"get, sleep, volunteer, topic, stress, good, think, strategy, discuss, want, community, cope, issue, already, skill, need, loss, recent, family, inspiration",interest limeadeone app nothing,Topic_0,2023-10-24
367,Topic_18,"get, sleep, volunteer, topic, stress, good, think, strategy, discuss, want, community, cope, issue, already, skill, need, loss, recent, family, inspiration",money,Topic_8,2023-10-12
405,Topic_18,"get, sleep, volunteer, topic, stress, good, think, strategy, discuss, want, community, cope, issue, already, skill, need, loss, recent, family, inspiration",very motivated,Topic_13,2024-01-11
233,Topic_18,"get, sleep, volunteer, topic, stress, good, think, strategy, discuss, want, community, cope, issue, already, skill, need, loss, recent, family, inspiration",limeade,Topic_7,2023-07-24
98,Topic_18,"get, sleep, volunteer, topic, stress, good, think, strategy, discuss, want, community, cope, issue, already, skill, need, loss, recent, family, inspiration",yes yes none,Topic_5,2023-10-24
29,Topic_18,"get, sleep, volunteer, topic, stress, good, think, strategy, discuss, want, community, cope, issue, already, skill, need, loss, recent, family, inspiration",interest,Topic_9,2023-07-13
0,Topic_18,"get, sleep, volunteer, topic, stress, good, think, strategy, discuss, want, community, cope, issue, already, skill, need, loss, recent, family, inspiration",stress all,Topic_11,2023-06-14
1,Topic_18,"get, sleep, volunteer, topic, stress, good, think, strategy, discuss, want, community, cope, issue, already, skill, need, loss, recent, family, inspiration",the topic,Topic_15,2023-06-14
333,Topic_18,"get, sleep, volunteer, topic, stress, good, think, strategy, discuss, want, community, cope, issue, already, skill, need, loss, recent, family, inspiration",the topic all nothing,Topic_15,2023-09-25
148,Topic_18,"get, sleep, volunteer, topic, stress, good, think, strategy, discuss, want, community, cope, issue, already, skill, need, loss, recent, family, inspiration",winter is rough for me,Topic_15,2024-01-09
159,Topic_19,"topic, time, help, anxiety, learn, suggestion, loss, tip, know, skill, minute, always, self, long, sleep, deal, want, plan, need, seek",have a ten year old son the resources nothing,Topic_19,2024-01-16
183,Topic_19,"topic, time, help, anxiety, learn, suggestion, loss, tip, know, skill, minute, always, self, long, sleep, deal, want, plan, need, seek",have to deal with isssues with my parents,Topic_19,2023-07-06
272,Topic_19,"topic, time, help, anxiety, learn, suggestion, loss, tip, know, skill, minute, always, self, long, sleep, deal, want, plan, need, seek",topic techniques,Topic_19,2023-08-25
114,Topic_19,"topic, time, help, anxiety, learn, suggestion, loss, tip, know, skill, minute, always, self, long, sleep, deal, want, plan, need, seek",topic and timing,Topic_19,2023-10-30
33,Topic_19,"topic, time, help, anxiety, learn, suggestion, loss, tip, know, skill, minute, always, self, long, sleep, deal, want, plan, need, seek",loss of my father tips provided,Topic_19,2023-07-13
425,Topic_19,"topic, time, help, anxiety, learn, suggestion, loss, tip, know, skill, minute, always, self, long, sleep, deal, want, plan, need, seek",,Topic_0,2024-02-15
350,Topic_19,"topic, time, help, anxiety, learn, suggestion, loss, tip, know, skill, minute, always, self, long, sleep, deal, want, plan, need, seek",no no,Topic_0,2023-10-03
100,Topic_19,"topic, time, help, anxiety, learn, suggestion, loss, tip, know, skill, minute, always, self, long, sleep, deal, want, plan, need, seek",interest limeadeone app nothing,Topic_0,2023-10-24
367,Topic_19,"topic, time, help, anxiety, learn, suggestion, loss, tip, know, skill, minute, always, self, long, sleep, deal, want, plan, need, seek",money,Topic_8,2023-10-12
405,Topic_19,"topic, time, help, anxiety, learn, suggestion, loss, tip, know, skill, minute, always, self, long, sleep, deal, want, plan, need, seek",very motivated,Topic_13,2024-01-11
233,Topic_19,"topic, time, help, anxiety, learn, suggestion, loss, tip, know, skill, minute, always, self, long, sleep, deal, want, plan, need, seek",limeade,Topic_7,2023-07-24
98,Topic_19,"topic, time, help, anxiety, learn, suggestion, loss, tip, know, skill, minute, always, self, long, sleep, deal, want, plan, need, seek",yes yes none,Topic_5,2023-10-24
29,Topic_19,"topic, time, help, anxiety, learn, suggestion, loss, tip, know, skill, minute, always, self, long, sleep, deal, want, plan, need, seek",interest,Topic_9,2023-07-13
0,Topic_19,"topic, time, help, anxiety, learn, suggestion, loss, tip, know, skill, minute, always, self, long, sleep, deal, want, plan, need, seek",stress all,Topic_11,2023-06-14
1,Topic_19,"topic, time, help, anxiety, learn, suggestion, loss, tip, know, skill, minute, always, self, long, sleep, deal, want, plan, need, seek",the topic,Topic_15,2023-06-14
